id,dish_name,description,cuisine,ingredient_text,instruction_text,ingredient_count,main_ingredient_count,search_ingredient_count,total_weight_g
54859,炝虾,最爱的菜，没有之一,,八片姜，两杯白酒，400克白条虾，适量盐，适量糖，两块，腐乳汤适量红腐乳，适量勺鸡精，适量醋，若干蒜，一把香菜,"1. 先用白酒将洗净的白条虾醉晕，杀死细菌，时常两小时
2. 2小时后，加入生姜细丁，大蒜细丁，糖醋酱油鸡精等调料即可
3. 装盘，撒上香菜，完美",10,3,3,74.0
54866,低脂番茄鸡肉丸,​​“我的小肚子太博爱了 甜的酸的辣的冰的它都爱吃” ​——为女鹅做的番茄鸡肉丸 酸酸甜甜小孩子都爱 最主要老母亲吃了可以有饱腹感 当作减肥餐既便宜了嘴巴 也填饱了肚子 不会长胖啊🥢,,1块鸡胸肉，2个西红柿，半根玉米，3片姜片，适量克葱花，1勺胡椒粉，2勺生抽，1勺蚝油，适量盐,"1. 主要食材准备好 番茄花十字刀开水烫两分钟剥皮后剁碎
2. 鸡胸肉剁成泥 机子打的更细腻一些 没有就剁吧
3. 剁好后的鸡肉泥加入玉米粒 胡椒粉（少许花椒粉也是可以的）适量盐 玉米淀粉搅拌均匀 顺时针搅拌 鸡肉泥好上劲
4. 锅内倒入油 油热后放入姜片（喜欢吃蒜的可以加一些蒜泥）
5. 再放入一些葱花一起炒香
6. 然后放入剁碎的番茄炒匀
7. 大锅烧开后转小火炖出番茄汁
8. 加了蒜泥真的想很多啊 口水都流出来啦
9. 番茄炖出汁后加入开水
10. 现在就想喝汤啦 真的很香啊
11. 烧开后放入两勺生抽 一勺蚝油 
12. 蚝油看起来烦烦的 但是真的很提味啊
13. 炖番茄汁时就可以挤鸡肉丸啦 
14. 戴一个厨房卫生手套 就是透明 薄薄的那种 用手掌和虎口就可以挤出来啦 很简单的 多试几遍
15. 将挤好的鸡肉丸放入锅内 小火炖煮 烧开后煮5分钟差不多就熟透啦
16. 装盘前根据个人口味放入适量的盐 不要放太多哦
17. 装盘后 撒上葱花 搞定
18. 酸酸甜甜 大人小孩都爱吃的低脂番茄鸡肉丸就大功告成啦 适合减肥的女孩子哦 开胃又健康",9,5,6,499.0
54888,豌豆蘑菇小炒,很清爽的一道小炒，很简单的步骤，却集合了丰富的营养，下锅炒时，注意先将胡萝卜入油里炒软，再放入蘑菇与玉米丁，最后1分钟加入焯过水的豌豆，调入盐，少许鸡精，勾个薄芡就可以了~,,豌豆，胡萝卜，蘑菇，玉米，盐，鸡精，湿淀粉,"1. 将所有材料清洗干净，切丁
2. 豌豆先用沸水氽熟，锅里放油，依次放入胡萝卜丁炒软，接着加入蘑菇玉米丁翻炒，快熟时倒入焯好的豌豆丁，调入盐，鸡精，淋少许湿淀粉勾薄芡即可",7,3,3,0.0
54917,蒜蓉蚝油手撕包菜,,,1个包菜，适量蒜，适量葱姜，适量生抽，适量蚝油，适量盐,"1. 包菜一定要手撕成一片一片。
葱姜蒜剁成沫备用。
2. 锅内加适量的油，放入葱姜蒜沫炝锅。放入包菜，大火翻炒。加入适量的生抽，耗油，盐。加入适量的排骨汤，口味更好。",6,3,3,0.0
54942,家庭版烧烤BBQ,家里如果在2020年的365天都是健康食品，那么请在2020年的第366天做一个家庭版的BBQ烧烤吧！,,2个鸡翅，3块亚太鱼豆腐，2根万威克黑椒肠，适量韭菜，适量娃娃菜，适量金针菇，1个茄子，3个蒜头，2片紫苏，1根香芹，3勺香油，2勺酱油，1勺蚝油，1.5勺自制蒜蓉辣椒酱，1勺糖，1.5勺盐，5片小辣椒圈,"1. 将蔬菜洗干净、沥干水分，肉类拿出来解冻，在托盘上铺两层锡纸，涂一层油，摆盘。
2. 制作酱料。酱料分量要与食材分量相适应。佐料有蒜蓉（3个）、紫苏（2片）、香芹（1条）、小辣椒圈（5片），调味料有花生油（3勺）、一品鲜酱油（2勺）、蚝油（1勺）、盐（1.5小勺）、糖（1小勺）、自制蒜蓉辣椒酱（1.5勺）。混合搅拌，根据自己的口味灵活调整。
3. 刷酱。蔬菜本身没有味道，所以要多加酱。蔬菜也要多刷油，防止变干。
4. 放进烤箱。烤箱180度预热5分钟。放进食物后上下管180度烤25分钟即可。
5. 成功啦！超级无敌好吃！酱汁并没有变干，也不会咸。非常适合我对口感的要求。比外面烧烤摊的好吃百倍！",17,8,9,890.0
54952,惊艳茄子秒变肉|茄子炒法棍,"茄子的质感
炒对了
就是肉感

茄子肉：嫩出汁
法棍：嚼劲麦香与吸汁特性
酱油：提升“肉”味

你把茄子和法棍一起送入嘴里试试
Emm
好吃✔️",,1只茄子，1根法棍，若干蒜，若干酱油,"1. 1、先倒入适量油，把蒜碎煸香
2、倒入茄子，加入适量酱油，炒至变软
3、加入切段的法棍
4、加上盖子焖一焖
（想要湿润口感的，可以再加入适量水）

我还加了紫菜哦！（很鲜）
紫菜要吸水的！

2. 嘻嘻
这次把鸡胸肉分开炒了",4,2,2,350.0
54979,【老妪厨房】虾仁腊肠青椒炒蛋,快手，好吃。,,120g虾仁，1勺橄榄油，适量盐，一小杯料酒，一个青椒，2个鸡蛋，2根（如一腊肠三肥七瘦）腊肠，一小杯牛奶，两片切颗颗姜，独蒜一个切颗颗蒜,"1. 料酒➕盐➕橄榄油 给虾子按摩一下，然后准备材料：姜切颗颗，蒜切颗颗，青椒切颗颗（时间管理😎）
鸡蛋加盐打散，再加牛奶货转，待用
2. 橄榄油➕姜颗颗➕蒜颗颗➕腊肠➕青椒炒香
3. 下虾子，炒
4. 转小火倒鸡蛋牛奶混合液，待这个状态开始动锅铲，货转。
5. 起锅，加葱花
6. 香！",10,3,4,400.0
55002,三七汽锅鸡,"汽锅鸡是云南独有的风味菜，它的烹制方法特殊，鸡肉细嫩、汤汁鲜美、原汁原味、富于营养，在国内外均享盛誉。早在清代乾隆年间，汽锅鸡就在滇南地区民间流传，至今已有200来年。

滇南地区建水县所产陶器历史悠久，式样古朴、特殊。当地人杨沥利用建水陶，独出心裁地研制出特殊的中心有嘴的蒸锅，名曰：“汽锅”。烹饪时在汽锅下放一盛满水的汤锅，然后把鸡块放入汽锅内，纯由蒸汽将鸡蒸熟。此菜汤汁为蒸汽凝成，保持了原汗原味，肉嫩香，汤清鲜。

三七产地为云南文山，又名田七、文三七、金不换……性温，味苦回甘。有称北人参，南三七，人参补气，三七补血，是一道名贵的药材。",,1只草母鸡，5克三七（切片或磨粉），适量姜片，适量料酒，适量盐，适量香菇，适量平菇，适量枸杞,"1. 我买的三七是整颗的，由于三七非常坚硬，需要蒸20分钟使其变软，有条件的可以去药店打成粉。
2. 切一个三七，从蒸锅里拿一个三七，因为三七温度下降后会立刻变坚硬，如果切不动可以放蒸锅里回温然后再切。
3. 草母鸡洗净后切小块，焯水去掉血水和腥味。放入汽锅底部放入姜片、料酒。
4. 放上洗净的平菇、香菇，撒上适量的盐，放入三七片。
5. 底锅加足够的水，将汽锅放在上面，如果没有配套的密封圈，可以把将毛巾围在锅口防止蒸汽外漏。大火烧开后，转中小火煲4个小时，最后起锅前放入枸杞即可。（在这期间要随时注意底锅的水，别烧干了，切记！切记！）
6. 如果三七磨粉的话，可以在鸡汤快煲好的时候在放入，让其和汤汁混合。",8,4,4,100.0
55008,舞茸三鲜汤,三鲜汤，是小时候家里做的频率很高的一道快手汤。尤其是夏天，酸酸的很开胃。传统做法一般是用平菇，家里有在下厨房市集山栗爸爸家买的舞茸，样子长得很像平菇，但口感脆脆的，没有理由不用它来升级做一碗舞茸三鲜汤！,,100克舞茸，1个西红柿，1个鸡蛋，100克韭菜，50克猪肉末，适量盐，适量（没有可不加或用白胡椒粉代替）草果粉,"1. 舞茸洗干净撕成细条，鸡蛋打散，番茄去皮切小块，韭菜切段。
2. 锅底抹点额外的油，将鸡蛋摊成蛋皮。稍微晾凉后切丝。
3. 锅里烧水，加入肉末搅散煮开。
4. 加舞茸煮两分钟，加盐。
5. 依次加上切好的番茄、蛋皮、韭菜，煮1-2分钟。
6. 加一点草果粉，就可以出锅了。",7,4,4,250.0
55025,黄豆咸菜烧鲫鱼,,,1000g鲫鱼，500g咸菜（疙瘩头），500g黄豆（泡发好的），适量葱，姜，蒜，八角，适量红烧酱油，六月鲜豆瓣酱，耗油，盐，白糖，醋，面粉,"1. 买回来的新鲜鲫鱼，刮鳞，去除内脏和鱼鳃，洗净之后，放到阳光充足的地方晒两个小时直到鱼皮稍微褶皱（独家秘方）
2. 准备少量干面粉
3. 把鲫鱼均匀裹上面粉
4. 锅里倒入适量油，小火，把鱼煎到两面金黄即可
5. 煎好的鱼放到吸油纸上，吸收掉多余的油，放在一边备用
6. 把咸菜切成筷子粗细的条状，用凉水泡上，十分钟换一次水，反复三次
7. 把提前泡发好的黄豆洗干净备用
8. 葱姜蒜切段备用
9. 调料
10. 热锅凉油
11. 先放入八角，炸出香味
12. 再下如葱姜蒜爆香
13. 豆瓣酱
14. 加入六月鲜豆瓣酱，继续翻炒
15. 下锅
16. 放入煎好的鱼，加入一瓶啤酒，和适量水
17. 加入红烧酱油，耗油，白糖，大火烧开
18. 放入咸菜条和黄豆，小火炖煮40分钟，因为咸菜很咸，所以一般不用放盐，如果是喜欢吃咸的朋友，可以尝一下，再适当放一些盐，根据自己的口味调整
19. 出锅",5,3,3,2000.0
55050,胡萝卜炒肉丝～超下饭,每次做这个菜我都可以吃两碗饭,,2根胡萝卜，250克猪肉，2勺花椒面，2勺生抽，3勺淀粉，适量盐巴，10克姜丝，5克葱花,"1. 猪肉切丝。如果觉得切丝不好切，我们可以在冰箱冷冻室稍微冻一下，这样就很容易切丝了。
2. 腌制猪肉，加入盐巴，生抽，花椒面以及红薯粉。
3. 胡萝卜切丝备用。我刀功只能这样了，哈哈哈。
4. 热油下猪肉与姜丝煸炒出香味。
5. 然后加入胡萝卜丝，可以稍微加点水，盖上锅盖焖一下，这样胡萝卜丝熟得快些。
6. 起锅之前调味，加入盐巴，最后装盘加入一点葱花就欧克了。",8,4,4,520.0
55053,极品红烧三文鱼,三文鱼的营养价值不用多说！这道菜非常下饭，而且老少皆宜。鲜美肥嫩的三文鱼搭配甜鲜的汤汁，配饭一流！,,2大条三文鱼菲力，2根葱，4个蒜瓣，2茶勺蒸鱼酱油，2茶勺生抽，100ml水，3汤勺糖，少许盐，3片姜，适量油,"1. 葱切段，蒜瓣切片，姜切小片。三文鱼洗净用厨房用纸吸取多余水份。在三文鱼正反面撒上少许盐腌制15分钟。
2. 中火热煎锅，滴入少许油，放入三文鱼，皮面朝下中大火煎制约1分钟。
3. 翻面，继续煎制1分钟。至鱼肉外圈颜色变浅，内部还是生的。
4. 取出三文鱼，备用。煎制不易太久，两边熟中间生最好。
5. 同一锅内再倒入少许油，放入切好的葱姜蒜，炒到出香味。
6. 倒入水，蒸鱼酱油，生抽，做酱汁。放入糖使其融化。酱汁配料可以自由调节直到得到满意的味道。建议比正常口味稍微偏咸一点。
7. 酱汁调好后，放入煎制过的三文鱼。边煮，边用铲子把汤汁往向上的那一面鱼肉上浇，约2-3分钟。
8. 最后，大火收汁。浓稠度请自由掌握。",10,3,3,64.0
55080,天使💓鱼香豆腐,豆腐是素食者的宠物 黄油是西餐的基石 两者搭配会有意想不到的美味哦,,一块豆腐，适量生抽，适量水淀粉，片姜，克白糖，适量鸡精，克糖，适量盐，适量老抽，适量黄油,"1. 豆腐切一厘米厚方块 选择卤水豆腐 会有天然的豆香

2. 融化黄油煎姜片
3. 上图煎出香味后煎豆腐 第二面快煎好时下料汁
4. 所有调味料一起放入 加水 炖煮
5. 加水淀粉收干即可 厨房满满炖鱼的香味哦 快来试试吧",10,1,1,400.0
55117,香茅炒土鸡,"香茅草是生长在亚热带的一种茅草,天然含柠檬香味,野外随处可见。后来被人们发现这种香味有和胃通气、提神醒脑的功效后，广泛应用于芳香治疗，制作成精油或者芳香剂。在广西很多地区，特别是少数民族居住的山区，香茅草是一种烹饪配料，做为一种调味料，用于肉类的烹饪中提香增味，据说有和胃通气、醒脑催情的功效呢。
花了3块钱，买了一大把香茅草，捡到宝一样跑回家。香茅入锅炒的时候，果然够芳香，真是边流汗边享受，不知道这是不是传说中的芳香疗效？",,香茅草，半只土鸡，盐，料酒，姜,"1. 土鸡洗净斩件，加盐、料酒、姜片等腌制半小时
2. 香茅草剥去外皮，取中间那根草芯，用刀拍扁，切段
3. 锅里放底油，下腌好的鸡块，快速翻炒
4. 炒到有点焦黄时，加香茅草入锅翻炒，调小火加盖焖十分钟即可",5,2,2,50.0
55144,怎么炒口感都不老的—炒猪肝,猪肝富含铁，洋葱也对心脑血管不错，我这个做法，炒起来猪肝嫩嫩的，洋葱脆脆的，家人都喜欢吃哈,,250克猪肝，半个洋葱，1/4根胡萝卜，5根蒜薹，3瓣蒜，10克姜末，1勺（加1勺水）淀粉，以下调料汁:，2勺生抽，2勺醋，1勺糖，1勺香油，半勺淀粉，1勺水，2克盐,"1. 猪肝切片，加入1勺淀粉1勺水，抓匀备用
2. 切好胡萝卜、洋葱、蒜苔，姜末和大蒜，把生抽、盐、糖、醋、淀粉、水、香油放一个碗中调好碗汁。
3. 锅内放油，先炒猪肝，先把猪肝里多余的淀粉水倒掉（如果有的话）
4. 猪肝翻炒至两面变色
5. 先盛出猪肝，用剩下的油炒姜、胡萝卜，翻炒
6. 再放入洋葱和蒜薹，翻炒
7. 再倒回猪肝和大蒜
8. 加入调料汁，翻炒至料汁包裹在菜上即可盛出",13,6,6,935.0
55175,炝炒莲白,,,适量干辣椒，适量花椒，半个莲白，2瓣蒜,"1. 将莲白手撕成小块洗净备用，再准备适量花椒、干海椒、大蒜切片备用
2. 大火将锅烧热倒入适量油，等油热后加入准备好的花椒、干海椒、大蒜炒一会倒入准备好的莲白，炒熟后加入适量盐和鸡精起锅装盘即可。
3. 成品",4,1,1,60.0
55225,油焖椒盐大虾,自己搭配一下调料，味道还不错哦，咸鲜香，家人很喜欢。喜欢吃辣加些辣椒也行。,,20只大虾，半只个青椒，3-6片姜片，调料，1.5勺胡椒粉，适量克盐，1勺鸡粉，2勺酱油，1勺料酒，适量白糖,"1. 今天买的是冰鲜的大虾，所以就不白灼了
2. 剪去头刺和尾巴的刺（懒人省略，哈哈）
3. 半个青椒提鲜切碎，随便切，姜切片，喜欢吃辣加点红辣椒，颜色更漂亮
4. 大虾先炒干水份，不然会爆得很厉害。如果没有不粘锅，建议加点淀粉，这样不容易溅到油受伤。
5. 炒干就加多点油炒，炒得变色虾都卷起来，皮很脆的样子
6. 加入配料和调料一起翻炒
7. 就可以出锅了！很简单的一道菜，而且很好吃，特别是青椒很入味的！喜欢可以试试哦。",10,3,4,1588.0
55236,「宝宝辅食」芙蓉鲜蔬汤，鲜掉眉毛,宝宝总有时候胃口不是很好，喜欢喝汤汤水水，这款芙蓉鲜蔬汤营养丰富又均衡，是大宝宝小宝宝都非常喜欢的。,,1个鸡蛋，1/4根胡萝卜，与胡萝卜等量黄瓜，3朵香菇，2大片菜叶，少许香油，少许淀粉/米粉,"1. 把食材切成宝宝能咀嚼的大小
2. 淋少量油，炒香胡萝卜和香菇
3. 加入黄瓜和菜叶，稍微翻炒即可
4. 加入适量水，不盖盖子，煮开
5. 做法一：汤烧开后，淋入少量淀粉液勾芡；做法二：等汤盛出后，拌入米粉，做成米糊。
6. 汤再次滚开后，将鸡蛋打散，蛋液从高处淋入汤中
7. 等蛋液凝固后，再用勺子划开，最后淋入香油
8. 将汤盛到碗里，香味扑鼻，不加盐小宝宝也爱吃。18个月以上的宝宝可以适当加盐调味。",7,4,4,590.0
55267,酱烧佛手茄子（老妈的小妙招决定了省油.省时.健康.美味）,"从打记事起，老妈做的酱汁茄子就一直是佛手形状的。我一直认为天下所有的酱汁茄子都长得一个样。一直到上了初中以后，去几个朋友家吃饭才发现，原来，只有我们家的茄子形状与众不同，而且口味清淡，没有油腻感。但是那时的我对料理并不感兴趣，也没有问过老妈这样做的原因。
   长大以后，当了教师👩‍🏫，一心朴实地工作。对料理更是毫无关心。直到结了婚，生了宝宝（更重要的是离开了父母，与老公来到了日本开始了新的生活），才不得已开始学着做饭，学着做家务。当想吃老妈做的家常菜时，也会反复尝试着做。
   如今这道少油、省时、健康美味的酱烧茄子也成了我们家的家常菜，会时常出现在餐桌上。",,6个（3个）短茄子（长茄子），1段大葱，2瓣大蒜，1大匙大酱（是大酱皆可），2小匙酱油，少许白糖，150cc清水，1匙植物油，1个平底不粘锅,"1. 将短茄子纵向切成两半，分别在每半个茄子上再切5刀成佛手形状（⚠️顶端不要切断）。
2. a.锅里放一点油（平锅底沾上油就可以）b.将茄子皮朝下摆放在平锅里。c.中火或者小火煎制茄子（盖上锅盖，茄子更容易变软），为使平锅受热均匀，时不时地转动平锅。
3. 将大葱和大蒜切成末备用。往一个碗里放进1匙大酱和两小匙酱油，加进适量的白糖，再倒入150克的清水搅拌均匀。
4. 茄子皮的一面渐渐变软。
5. 把茄子瓤一面朝下，开小火煎制1分钟左右。
6. 待两面都变软之后，放进葱末和大蒜末，倒进调味汁，搅拌均匀，小火烧制。
7. 等到汤汁剩到原来汤汁量的1/3时关火。
8. 盛进盘子里开吃了！既清爽美味不油腻😋又简单省时！值得一做👌",9,1,1,10.0
55270,鲜虾番茄豆腐菌菇汤（减肥也可以吃呀 ✨）,,,六七八只虾，1个西红柿，一点盐，适量金针菇蘑菇都可以，适量葱姜，一小块豆腐,"1. 切好蔬菜，豆腐番茄切块，菌菇按正常情况切好。
2. 虾头和虾身分开，虾身开背去虾线，可以留住虾尾，会好看一些。剥去虾壳。
3. 热锅热油，加葱蒜炒出香味，然后放入虾头炒到变色，再放番茄和一点水，炒出汁，最后放虾仁，豆腐，菌菇。
4. 虾仁变色弯曲以后，再煮两三分钟，就可以出锅了，撒上葱花，完美 😊",6,4,4,500.0
55273,爆炒酸辣娃娃菜,喜欢酸辣的你，一定要看,,1颗娃娃菜，2个线椒，2个小米辣，2瓣蒜，1段葱，生抽的3分之1老抽，适量生抽，适量香醋，适量盐，2小勺油辣椒老干妈，适量十三香，少量味精，少量辣椒面,"1. ①去买一颗有灵魂😏的娃娃菜；

②洗干净切成小块空干水分备用。（形状随意切，自己喜欢就好😂）
2. 准备好需要的配菜（如上图👆所示）
3. ①切好配菜；
②锅中倒油烧热，先开始炒辣椒蒜葱；
③再关火倒入娃娃菜，不要翻炒，开火，沿着锅边淋入适量香醋；
④再放列表里面所有的配料，开始翻炒。
4. 不要炒太久，脆脆的更好吃。😉",12,4,4,510.0
55296,花菜炒肉,,,半个花菜，250克五花肉,"1. 花菜洗净。
2. 掰小棵。
3. 花菜焯水三分钟捞起沥干水。
4. 热锅冷油，加姜片蒜末，下肉片翻炒，加红烧酱油一勺，盐，1勺白糖，1勺料酒翻炒。
5. 焯过水的花菜倒入锅中和肉片一起翻炒。加盖焖煮2分钟，加葱花。出锅。",2,2,3,300.0
55317,豆豉香菇蒸豆腐,"周一食素，做一道有咸有辣，开胃又搭配了多多蔬菜的豆腐料理。超满足味蕾😊
豆腐，食素日，超级好的蛋白质来源，好吃不胖哦！",,#食材，150克老豆腐，2朵鲜香菇，50克胡萝卜，80克白菜，#调味，10克川南豆豉，1大颗辣椒，2瓣蒜瓣，10克鲜酱油，3根小葱，6克芝麻油,"1. 1、小白菜切的细细的，铺在碗底。
2. 2、老豆腐切1厘米的片，胡萝卜🥕切片，厚度
3. 5厘米左右，香菇切片，有时间可以摆个盘😊，圈圈⭕️
4. 3、豆豉、蒜末、鲜酱油、小葱末、辣椒🌶️岁，铺在食材上。
5. 4、锅中水煮开，蒸8分钟左右。
6. 5、最后淋上香香的芝麻油😋",12,6,6,390.0
55339,快手蚝油鸡翅！下饭,,,9个鸡翅中，2勺蚝油，2勺酱油，1勺老抽，1勺糖，7-8瓣蒜瓣，少许食用油，少许葱段，约2饭碗凉水,"1. 鲜鸡中翅洗干净，用厨房剪刀一开二
2. 加入食用油，糖，蚝油，生抽腌制约20分钟
3. 热锅下油小火爆香蒜头
4. 加入腌制好的鸡中翅
5. 变中火
6. 两边略煎收紧肉汁
7. 反面煎
8. 变金黄后加入少许水，约到鸡翅1/2水位，再加入老抽
9. 盖锅盖，大火收汁，约2分钟左右。
10. 约收汁到这样，翻炒均匀，加入葱段关火
11. 装盘",9,3,5,940.0
55358,香菇瘦肉豆腐汤,香菇的香味加上Q弹的瘦肉，软软的豆腐，一碗香喷喷的汤成为了回家时最温暖的期盼。,,5朵香菇，1/4块嫩豆腐，150克瘦肉，10克水淀粉，5克盐，5克鸡精，一勺福建老酒，一勺生抽，少许葱,"1. 把瘦肉洗净后切片，加入料酒，生抽，淀粉拌匀，腌制10分钟左右。肉放一边腌制着，洗香菇和葱，把香菇切片，葱切好，豆腐切成小块放着备用。
2. 在锅中加入油，放葱头，再放香菇，小炒一下，炒出香菇的香味后再加入开水。
3. 加入开水，等水烧沸。
4. 加入切成块的豆腐，再用筷子把腌制好的瘦肉片，一片一片的加入汤中，汤开始变得混浊，肉的香味一下子飘出来，不要着急，加入盐，盖上锅盖小煮一下。
5. 肉特别Q弹，已经熟了。加入鸡精和葱花，尝一下味道，如果味道不够还可以再加点盐和鸡精，自己根据自己的口味把握。然后就可以出锅了。
6. 香喷喷的又特别有营养的香菇豆腐瘦肉汤就完成了，全家老少皆宜，鲜美可口，营养丰富，暖胃舒心。😊",9,3,3,1755.0
55375,双椒水煮肉片,"水煮肉片之“简易版”。
我觉得颜色深了点。我构想中的双椒水煮肉片是滑滑嫩嫩的肉片铺底，上面一层青翠的青红椒，散发着青花椒的香味，吃起来格外地爽辣。
实际做出来总跟想象的有差距哈，呼……，下次继续尝试。
还有，自家做的肉片总是没有外面的嫩，也许是自家没有加嫩肉粉之类东西的缘故，虽然做出来没有馆子里的嫩，但是更放心哈。",,1把青花椒，150g猪瘦肉（选嫩的部位），几个青尖椒，几个红尖椒（朝天椒或小米辣），1块姜，2瓣蒜，3~4勺生抽，1小勺盐，适量水淀粉，少许料酒，1根莴笋（其他叶子菜），可选味精,"1. 瘦肉洗净切成薄片，加入水淀粉，盐，料酒和匀，腌制10分钟。
2. 姜，蒜剁碎；青，红尖椒洗净切碎；葱切葱花；莴笋洗净，叶片切成段，根部去皮切成片。
3. 锅里烧开水，莴笋入沸水里烫熟后捞起，铺在盘底。
4. 就用煮莴笋的沸水，下入腌制好的肉片（最好是逐片下入），煮至八成熟（就几分钟的样子），用漏瓢捞出，铺在莴笋面上，整体淋几勺生抽，撒上味精。
5. 把锅里的水倒掉，洗净锅。在锅内热适量油，小火爆香姜蒜末，青，红尖椒碎，青花椒，然后用锅铲把调料铲在肉片面上。
6. 剩一些余油，继续烧至九，十成热，然后关火，用锅铲铲起，把油“呲”的一声淋在面上即可，最后撒葱花即可。",12,6,6,468.0
55383,腐竹炒青椒,我能说家里没有胡萝卜了么？,,腐竹，1个青椒，盐,"1. 干腐竹泡发好后切段
2. 青椒切粗一点的丝
3. 油锅，将腐竹段倒入锅中爆炒，加盐，翻炒均匀后加青椒丝，炒至青椒变软即可出锅",3,1,1,80.0
55392,丝瓜炒肉丸,,,2根丝瓜，绞肉，胡椒，糖，酱油，鸡精，勺淀粉，克盐，葱花,"1. 先把绞肉用淀粉、少量糖、少量鸡精、少量酱油和胡椒搅拌均匀腌一会儿。
2. 丝瓜切块，准备一些蒜末。
3. 不粘锅倒油，把腌好的绞肉搓成肉丸放进去煎，煎至表面起焦即可。
4. 倒入蒜末和丝瓜，翻炒后稍加水即可盖上锅盖焖。
5. 丝瓜焖软后，开盖放盐，再次翻炒，收点水后加入葱花就可以起锅啦～",9,2,2,400.0
55407,不粘锅！简单快手！红烧黄花鱼,"做鱼🐟粘锅没卖相，教你一招，不挑锅，不粘锅，只需要一个蛋……
        这个办法经常在父母家里做给他们吃，深受好评(o^^o)味道好极了！！
        友友们试试吧！记得给我交个作业呦😜",,1条黄花鱼，1个鸡蛋，2片姜，1小根葱，1勺料酒，2勺生抽，2勺醋，少许盐，3—9瓣蒜,"1. 买鱼时让老板给拾到好，回来再将鱼的头部和肚子里的黑色筋膜清洗干净，控水备用。
2. 鸡蛋液涂抹鱼全身，鱼肚子里也抹上吧。
所有的调味料食材都放入碗里，还需要适量的水，总量约是下锅后鱼身一半。
3. 热锅凉油，油热放入鱼先不要翻动，中火煎，大约2分钟把鱼正过来煎另一面。
4. 这面煎约1分钟，轻轻移动一下鱼，放入调制好的料汁盖上锅盖，中火焖烧…
5. 汤汁快收干时加点辣椒和小葱，就好了(●°u°●)​ 」
6. 鲜美入味的一道家常红烧黄花鱼，端给家人一起品尝吧！",9,5,5,221.0
55447,超下饭的爆炒小河虾,河虾营养极高，含有蛋白质，脂肪，碳水化合物，钙，铁，镁，碘，维生素A，硫氨酸，核黄素，尼克酸，虾青素等营养成分。吃河虾对人体有以下好处:1.保护心血管系统。减少血液中胆固醇含量，扩张冠状动脉，预防高血压及心肌梗死等疾病。2.河虾中的花青素对大脑，中枢神经系统以及双眼都可起到保护作用。3.促进生长发育，缓解神经衰弱。,,300克河虾，2个干辣椒，1个青辣椒，4片生姜，5瓣大蒜，2勺料酒，1勺老抽，一小勺盐,"1. 洗好的河虾，沥干水分。
2. 干辣椒切段，青辣椒切丝（口味淡的小伙伴一定要去籽，不然太辣），生姜切片，大蒜切块。
3. 锅中倒油，爆香干辣椒，大蒜，生姜。随后，加入河虾翻炒。
4. 待河虾表面变色，加入老抽一勺，醋一勺，料酒两勺。
5. 翻炒均匀后，加入青辣椒翻炒至断生，加入食用盐一勺。
6. 好吃的河虾就做好了，开动。",8,4,5,459.0
55455,素炒香菇西芹,芹菜脆嫩有秘诀——素炒香菇西芹,,西芹，香菇，胡萝卜,"1. 西芹洗净，像摘豆角一样撕掉西芹外表面的老筋，虽然有点麻烦，但为了口感也只好如此了
2. 干香菇提前用冷水泡发，切丝；胡萝卜去皮切片；西芹斜切成段
3. 热锅凉油，先放入香菇和胡萝卜炒香，再放入西芹，翻炒2分钟，调入盐即可起锅",3,3,3,0.0
55463,肉沫粉丝煲,简单 美味,,100克红薯粉，一勺老抽，一勺生抽，2克盐，二勺料酒，一片姜，一片蒜，少许葱花，一勺豆瓣酱，100克肉末，3克胡椒粉，一个鸡蛋，2个干辣椒（或者小米椒）,"1. 把肉馅用盐，胡椒粉，鸡蛋，料酒，老抽搅拌均匀腌制一会儿
2. 腌制肉馅的同时，准备姜末，葱末，蒜末，干辣椒沫（我只有姜和辣椒干，味道也不错）
3. 锅中倒入少许油，烧热，放入辣椒干
4. 待油温升高后放入肉馅煸炒，倒入少许料酒和生抽，再放姜末和蒜末煸炒
5. 锅中加入开水（够煮粉丝的量即可），水开后下粉条（我的粉条不需要提前泡发，具体看您的粉条说明）
6. 在放入豆瓣酱，搅拌均匀，同时煮粉条
7. 粉条煮熟，汤汁也几乎收干了（有葱末的这时撒上葱花沫），出锅，香",13,4,4,165.0
