id,dish_name,description,cuisine,ingredient_text,instruction_text,ingredient_count,main_ingredient_count,search_ingredient_count,total_weight_g
55481,寒冬的绝配—东北炖酸菜,"东北人的饭桌上，必不可少的就是这道炖酸菜。最好的酸菜，当然是自家种的大白菜在秋收后腌的，那发酵后的醇香味道不是买来的袋装酸菜可比的。 

酸菜可炖肉、可包饺子、可炒、可下火锅等等，做法多样，是寒冬里的舌尖美味，是思乡人的温暖慰藉。",,半颗克酸菜，300克五花肉，200克宽粉（粉条），适量葱、干辣椒、大料、盐,"1. 酸菜切丝，洗净，挤干水分。如果酸菜过酸，则浸泡半日，换水几次。
2. 宽粉提前半日浸泡，可以缩短炖煮时间。
3. 热锅冷油加入五花肉翻炒。如果五花肉肥，则不用多加油，如果比较瘦，则要多放油。
4. 翻炒至变色出油。
5. 加入葱、干辣椒、大料翻炒。
6. 倒入酱油爆香。
7. 把肉拨到一边，控出油来，放入酸菜煸炒。也可以另起锅油煸炒酸菜。（发现冰箱里有之前省的焯好排骨，也一并加进去了）
8. 当酸菜变透明，就可以和肉一起翻炒。
9. 加入适量的盐。
10. 倒水没过酸菜，因为是炖菜，可以让水多一些。
11. 倒入泡好的宽粉（粉条）一块炖煮。中火慢炖大约30分钟，大火收汤即可。喜欢汤的可以留一些不炖干。
12. 出锅装碗，香喷喷的炖酸菜好了！",3,1,2,505.0
55535,蒜茸荷兰豆,,,蒜茸，荷兰豆，葱花，高汤，水淀粉，盐，鸡精，胡椒粉,"1. 荷兰豆处理干净，炒锅上火，放少许油，下葱花，放荷兰豆快速翻炒
2. 加少许高汤，放盐、鸡精、胡椒粉、炒均匀后用水淀粉勾芡、撒蒜茸炒均匀打明油出锅即可",8,2,2,0.0
55540,汗蒸西兰花,蒸和煮可以最大限度地发挥绿菜花的抗癌活性。西兰花隔水蒸3-5分钟左右，黑芥子酶保持得最好，这样做出来的西兰花更抗癌。 无论是蒸还是煮西兰花，都要尽量减少烹调时间。如果烹调时间过久，西兰花会变黄变软，维生素等营养成分也会流失很大一部分。,,300克西兰花，5克黑木耳（干），适量柠檬沙拉汁，适量淀粉，适量盐,"1. 黑木耳先稍微清洗，然后用温水泡发，再加点面粉轻轻揉搓，然后用水反复冲洗几次捞出控水备用
2. 西兰花先冲洗干净表面，然后掰成小朵，用淡盐水浸泡10分钟取出皱褶里的脏污
3. 西兰花和黑木耳捞出控水，用厨房用纸或是干净的毛巾吸干表面的水分
4. 食材放入碗中加玉米淀粉用筷子拌匀，使食材表面裹满薄薄一层的淀粉
5. 加少许的油茶籽油拌匀
6. 锅中加水烧开，把蔬菜放入蒸蓖大火蒸3-5分钟
7. 取出蔬菜，加入柠檬沙拉汁拌匀即可食用
8. 好吃又减脂的凉拌菜就做好啦！一起大快朵颐吧！😊😊",5,2,2,305.0
55542,红烧昂刺鱼，真是米饭杀手！,很久没吃了，只是遗憾，很难买到野生的昂刺鱼了。人工养殖的昂刺鱼味道也比较嫩，但是一定要注意去除土腥味。,,3瓣蒜，少许料酒，3条鱼，少许盐，6片姜，3个朝天椒,"1. 
1、倒油，油热放入姜片、蒜片、朝天椒。
2、炒出香味后，放入昂刺鱼，锅铲轻轻插在鱼身体下面，防止粘连。鱼翻动幅度不要太大，不要把鱼弄烂了。
3、鱼入锅后，倒入料酒，去腥。听到噼里啪啦声，就是腥味出来了。现在都是人工养殖鱼，一定要加料酒。
4、料酒放完，再加点生抽、醋。再加点老抽上色。自己掌控。
5、加温水，比鱼身体高一半的水位，淹过鱼身，再高一点。加一勺盐进去。
6、不要盖锅盖，一盖锅盖，鱼很快就煮烂。如果盖锅盖，火就开小一点。
7、烧到鱼汤差不多了，也不能太干，不然鱼肉没法蘸汤吃了。
8、把鱼盛到盘子里。再倒入汤汁。最后撒入葱花！

完工！
2. 加点豆腐也可以哦～",6,3,3,363.0
55549,白灼淡菜,,,500g淡菜，3-5g姜片，适量清水，适量味精,"1. 将淡菜洗净，最少洗三遍
2. 同冷水一起下锅，扔进姜片，话说平底锅非常适合煮淡菜哈～水量如图
3. 盖上锅盖，开大火，直至煮沸
4. 全部开了就可以关火出锅了
5. 将所有淡菜捞出，剩下的汤水，加入一点味精，沉淀一下杂质，可以喝的哦～老人们说喝淡菜汤可清凉了～～～",4,2,2,505.0
55553,青红椒炒猪肚,煮了莲子汤的猪肚捞起来做的下饭菜，我很会过日子：）,,个红椒，个青椒，个熟猪肚，六月鲜豆瓣酱，自制糍粑辣酱酱，盐，酱油，蚝油，糖，油，姜，蒜,"1. 1.煮好的猪肚，切薄薄片。青椒红椒切丝备用。
2.热油，下少许六月鲜豆瓣酱，和自制的糍粑辣酱酱（没有的可以不放，也可以找替代品），下姜片蒜瓣炒香。
3.加入猪肚翻炒一会。
4.加入青红椒一起翻炒均匀，下盐，酱油，白糖翻炒，快上锅了加入蚝油增香提色。
5.下饭菜好了，开吃。


2. 儿砸吃面，喝猪肚汤，吃炒猪肚，居然能吃少许辣了：）",12,4,4,0.0
55562,台式三杯鸡,"三杯鸡这道菜品最早起源于江西，因在烹制鸡肉时在其中加入一杯米酒，一杯大油（猪油），一杯酱油因此得名三杯鸡。后来传入台湾，根据当地口味在烹制时将猪油换成了植物油，并在其中加入了一味特殊的调料九层塔（罗勒），罗勒是于西餐烹饪中经常添加使用的一种香料，加入后使成菜增加了一种独特的香味。在台湾，除了用于三杯鸡的烹制，还在烹制海鲜和一些家常炒菜中广泛使用。
台式三杯鸡成菜色泽红亮，口感甜咸鲜香，让你吃起来欲罢不能，是道极好的下酒下饭佳肴。",,半个黄彩椒，30ml胡麻油，100ml台湾米酒，500g鸡腿，1个红辣椒，7-9瓣大蒜，4-5头干葱，10片姜，2-3段大葱，1小把罗勒，30ml香油，50ml酱油，20g冰糖，少许芝麻,"1. 鸡腿洗净剁成大块
2. 干葱对半切开，姜切片，大葱切段，辣椒彩椒切块，大蒜罗勒洗净备用
3. 锅内烧水，烧至80度左右的时候放入剁好的鸡腿，焯烫至鸡块变色后捞出沥干
4. 香油和胡麻油倒入锅中加热至五成热，下入葱，姜，蒜，干葱煸炒
5. 至锅内材料微微发干且出香味后下入焯好的鸡块稍稍煸炒一下
6. 倒入台湾米酒，酱油，冰糖，盖上锅盖中火炖至汤汁粘稠
7. 下入彩椒和罗勒拌匀
8. 炒好的三杯鸡倒入烧热的砂锅中，表面撒少许芝麻制作完成",14,7,8,925.0
55592,剁椒蒸鸡翅,"湖南人家家一年四季常备剁辣椒
搭配蒸鸡翅，快捷又美味下饭",,十五个鸡翅，一勺剁椒，两勺蒸鱼豉油，四瓣蒜，六片姜，少许老抽,"1. 准备材料
2. 剁辣椒根据自己的口味来确定用量
3. 冷水下锅焯鸡翅
4. 等水开就可以了
5. 捞出鸡翅用凉水冲洗降温
6. 姜切丝，蒜拍碎，放入剁椒
7. 少许油烧热浇入
8. 倒入蒸鱼豉油和老抽搅拌
9. 把酱汁倒入控干水的鸡翅里，轻轻拌一下
10. 放入容器上高压锅蒸，可以和米饭一起蒸，米饭好了鸡翅也好了
11. 蒸好的鸡翅色泽诱人，皮Q肉嫩，满满的剁椒汁水，开胃下饭
12. 喜欢一口放在嘴里，一吸，连皮带肉带汤汁全部吸进嘴里
13. 剩下的汤汁拌饭＋下面条＋下米粉
都是一绝！",6,3,4,323.0
55601,超下饭的咖喱土豆排骨,"咖喱是个好东西 咖喱一切 ❤️
你喜欢吃什么
我做给你吃噢",,4个土豆，3-4瓣蒜瓣，1块咖喱块，2片姜，2勺生抽，50-100克豌豆，1根胡萝卜，半个洋葱，400-500克排骨，2-3根葱,"1. 备菜：土豆切滚刀块 胡萝卜切丁 洋葱切丁 蒜瓣剥好 豌豆洗干净 放好备用 排骨要提前煮出血水后捞出备用（煮的时候放姜）
2. 1:热锅热油先放入 洋葱、蒜、炒香。香味出来后倒入胡萝卜和豌豆翻炒 翻炒1-2分钟 2、倒入排骨翻炒 把排骨与洋葱香味混合起来（真的非常香）
3. 排骨表面超出些许黄色的颜色变化了 倒入土豆翻炒2分钟
4. 加水 水要盖过土豆和肉 大火煮开后调中火
5. 土豆煮得有点软了 加入咖喱块🍛
6. 一整个咖喱太多了 就只用了一半 
7. 中火煮至咖喱化掉 开大火收汁 收汁的时候倒入两勺生抽 我没有放盐味道已经很够了 水变少了 汤变得粘稠了就可以关火了噢
8. 装进碗里准备拍照开光仪式 （可以放一点葱段进去）图中可以看出汤得粘稠度
9. 然后就开始吃饭啦 今天吃超多的呢 米饭是有豌豆和腊肉小块蒸出来的 特别香 ",10,7,7,961.0
55602,霉干菜蒸肉,这次做霉干菜，完全按照传统方式，全程用蒸的；所费时间三小时左右，霉干菜变得柔润入味，五花肉也保住了自己应有的尊严。,,100克绍兴霉干菜，500克五花肉，100ml料酒，40ml红烧酱油，40克冰糖，5克盐,"1. 霉干菜用清水浸泡半小时，然后淘洗至水色基本变清，稍稍挤干后备用；五花肉改刀成适当大小，同样用清水浸泡半小时左右，沥干水分后直接放入炒锅中翻炒至吐油；
2. 待五花肉开始出油后倒入霉干菜混合，加料酒、酱油和冰糖，此时材料是比较湿润、汤汁较少的状态；找一个耐高温的容器，把霉干菜与肉填入其中铺平，盖上锡纸做成的碗罩，入锅蒸1.5个小时；
3. 取出容器，拿掉锡纸碗罩，取盛在容器底部的霉干菜试一下味，需要的话可以加盐或其他调味料，同时准备将容器内的霉干菜和肉翻身再蒸；
4. 做法可以是扣上一个有深度的盘子直接翻转，这个方法比较简单；也可以找一个相同的容器，把材料全部倒过去，然后盖上碗罩；把翻身后的容器放回锅里继续蒸1.5个小时；
5. 再次打开时，霉干菜已经吸饱了肉汁和调味变得红亮润泽、柔软入味，而五花肉也在长时间的高温下析出了油脂，变得酥软但形状不散；可根据自己的偏好做最后的定味或补蒸，蒸的越久味道会越好。",6,1,2,500.0
55622,虫草花鸡汤,,,一把虫草花，六颗红枣，一坨姜，一小把枸杞，半只鸡，料酒，六瓣蒜，葱,"1. 鸡焯水，冷水下料酒和两片姜片
2. 材料如图备好红枣去核，不去核会上火
3. 将材料倒入砂锅中冷水炖三个小时，不要加盐，提前加盐会老
4. 出锅撒上葱花",8,6,6,68.5
55641,下饭的番茄土豆炖牛腩,"最近备孕听说男士女士吃番茄会比较好，于是就买了些番茄回来炖牛腩
没想到我老公吃了两碗饭
照这个方子做保证你不吃亏",,一斤牛腩，一个西红柿，两个土豆，若干片姜，两勺料酒，适量盐，一勺老抽，装饰用香菜 葱,"1. 牛腩提前清水浸泡一小时去除血水 冷水下锅假如生姜葱料酒煮沸捞出，温水冲洗干净  ，番茄炒烂假如番茄酱继续炒后加入牛腩
2. 小火炒开换砂锅，倒入热水淹没食材，炖40分钟
3. 加入糖继续炖，盐不要提前放，不然肉炖不烂，加入土豆，盐继续炖10分钟后加鸡精调味
4. 撒葱，香菜，完工
5. 成品图一
6. 成品图二",8,4,5,900.0
55659,爽口木耳,,,适量木耳，三个个小米椒或干辣椒，两勺香醋，少许糖，适量盐，一勺生抽，两根香菜，两瓣蒜，少许葱花，两勺香油，一勺胡椒粉，适量辣椒粉，少许白糖,"1. 木耳泡胀开
2. 准备蒜末，葱花，辣椒末
3. 木耳焯水3至5分钟
4. 过凉水冲洗干净
5. 加上调味料
6. 然后拌拌拌
7. 保鲜膜盖着冰箱冷藏入味，天气冷一点常温静止即可
8. 尝尝味道咸淡即可装盘😊
9. 🌇",13,4,4,30.0
55661,🍤🍠🥦大虾紫薯西兰花沙拉,简单一个五色沙拉，补充一下元气.,,几朵西兰花，3-5个小番茄，50克金银玉米，5小切块紫薯，5-8个虾仁，1根小红肠（可不加），2大勺油醋汁,"1. 虾分离虾头和虾身，虾身挑出虾肠，再和小红肠直接热水焯熟；熟虾身去壳，小红肠切段；最后西兰花洗干净切开，热水焯熟，备用；
2. 玉米整根和紫薯蒸熟，掰出适量玉米粒，紫薯去皮切小块备用；
3. 小番茄洗干净，切开，备用；
4. 把所有备用材料放碟子上，浇上两大勺油醋汁，开吃.",7,2,3,1164.0
55686,超级下饭焖鸭肉,气温12-15度，不适合火锅，炒菜又易冷。焖一碟鸭肉，既补充能量，又下饭。,,约2斤花鸭肉，一块姜，2根蒜苗，3匙料酒，3匙生抽，1匙蚝油,"1. 蒜苗切段，大葱取嫩芯10cm，老姜2片，小黄姜一块切厚片。
2. 鸭肉斩5cm大块，洗净血水后用料酒腌制15分钟。
3. 15分钟后，倒掉多余水分，加盐2勺，番薯粉2匙，抓匀。
4. 平底锅大火烧热，油量刚好平铺锅底。
5. 油温七分热时放入姜蒜葱芯，煸出味。
6. 放鸭肉，翻炒，让鸭肉充分吸收底油。
7. 倒1匙白酒(度数越高，祛腥效果越好)呛锅，翻炒至鸭肉变色，底油吸尽。
8. 加热水，没过鸭肉的一半。盖上锅盖，转中小火，焖约20分钟。
家里有砂锅的，从这开始可以转到砂锅中焖煮。
9. 有20分钟的闲余，煮一壶熟普，暖一暖胃。
10. 20分钟后，鸭肉差不多熟了，加盐1勺，生抽2-3匙，蚝油1匙，老抽几滴，拌匀，再转小火，加盖10分钟。
继续喝茶，让酱料慢慢地渗入鸭肉。
11. 10分钟后，放蒜苗叶，转大火收汁，1分钟后熄火。
12. 刚上桌，伴随着“好吃”、“入味”的称赞声，肉就不见了一半……",6,2,2,48.0
55712,卤肉饭,,,500g五花肉，几粒红葱头，2瓣蒜，1根葱，3片姜，1勺老抽，适量冰糖，2勺生抽，1小勺盐，1勺料酒,"1. 准备材料
2. 红葱头切开
3. 热锅放油，放入切好的红葱头
4. 炸至金黄色
5. 五花肉切细丁状
6. 放入锅内
7. 煎至微微出油,加入姜片，蒜末，葱粒
8. 再加入老抽，料酒，炸好的红葱头
9. 放入清水，冰糖，花椒，八角
10. 煮沸后加入煮熟去壳的鸡蛋
11. 1小勺盐，慢火炖煮1小时左右
12. 至收汁状态
13. 煮好的白饭
14. 加入卤肉，美味的卤肉饭完成了",10,5,6,544.0
55727,炖羊肉,,,600克羊肉，10片姜，2根萝卜，1根葱，8个蒜，2根山药,"1. 羊肉过开水
2. 切块
3. 炒
4. 炖汤",6,6,6,1330.0
55729,炝炒土豆丝,"土豆真的可以做超多的美味，狼牙土豆、麻辣土豆片、土豆泥、土豆烧排骨……
十分钟就可以做好的土豆丝，超下饭的，一定要试试哟！",,300克土豆，3克干辣椒段，1克花椒，1根小葱，1个大蒜，1勺菜籽油，2克盐，2克味精,"1. 土豆切细丝，用清水浸泡一会儿，泡去多余的淀粉。
2. 捞出沥干。
3. 小葱切节，蒜切成蒜米。
4. 锅中倒入菜籽油，烧至六成热，放入干辣椒段、花椒，炸至辣椒️呈棕红色。
5. 加入蒜米、土豆丝，加2克盐，炒断生。
6. 最后加入味精，炒匀即可起锅。
7. 撒上葱花。
8. 超简单的！
9. 不要炒太久，脆脆的最好吃哟！",8,3,3,315.0
55832,老坛盐水酸辣鸡,"对于我们而言，这不仅仅是一坛普通的泡菜，它不仅仅满足了我们的味蕾，给北漂的生活增添了一份特别的滋味，也见证了我们的2016年，这一年，我们被动搬了三次家，也因为公司解散，面临过失业，迷茫，孤独，每次遇到这些困难，看看北京的重度雾霾，再看看北京拥挤在地铁中的人群，总是会出现一些打退堂鼓的念头，比如：回家乡发展，抑或回成都发展也是绝佳的选择。这些心酸只有自己会懂，好在我们都坚持下来了。

于是，这坛泡菜就不知不觉跟着我们一起搬了三次家，每次搬泡菜坛子都会小心翼翼的，生怕磕了，碰了。
现在，随着一年多时间的沉淀，这坛泡菜的味道愈发的酸爽醇厚，如红酒一般，层次愈加丰富，而这一年多，我们也不再是曾经懵懂迷茫的学生，内心变得更加的丰富，对人生也有了新的理解和目标。

可能这就是时间的力量，会让一切渐渐发酵成熟，独具一番风味。

这周，有盐先生就用这坛泡了一年的泡菜做了一道最最最拿手的家传菜——盐水酸辣鸡。

做完这道菜，整个厨房香了一整天，不，应该是油烟机质量不行，啊哈哈哈·········",,半只新鲜柴鸡，100左右四川老坛泡萝卜（泡豇豆），30克左右泡仔姜，15克左右泡椒，适量生姜，适量大蒜，适量蒜苗，适量花椒粒，适量花椒粉，适量鸡精，适量郫县红油豆瓣酱，一小碗泡菜盐水，一小碟高粱酒,"1. 食材准备
2. 把鸡肉沥干水，大火把油烧热至冒烟，倒入鸡肉，爆炒（油要足够多）；
3. 鸡肉水分炒干后，鸡肉表面呈至金黄色，开始粘锅，加入准备好的高粱酒调味，让鸡肉味道更佳。
4. 待酒香味散去后，再加几大勺郫县红油豆瓣酱，翻炒至豆瓣酱扑面而来的一阵阵香味；（这一步直接影响鸡肉的口感和味道，锅里的油一定要多，要不然豆瓣酱就炒不出香味，鸡肉就入不了味）
5. 倒入泡菜盐水，改中小火煮鸡肉，约4、5分钟，可适量加点温水；
6. 此时，鸡肉基本上9成熟了，倒入切好的泡萝卜（泡豇豆）、泡仔姜、泡小米椒，放在鸡肉上面，中小火继续煮约两分钟，为保持泡菜的酸爽香脆，暂时不要翻动泡菜。
7. 起锅前，加入适量鸡精、花椒粉、蒜苗，大火一起翻炒片刻。
8. 上菜啦",13,3,3,95.0
