old_id,name,usage_count,category_major,category_sub,drop_type,reason
10614,节淮山,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10618,黄油奶馅,3,乳类及其制品,乳制品,processed,烘焙或乳制加工食品
10622,多少就多少鸡肉,3,禽肉类及其制品,禽肉,junk,数量或单位残留且无法可靠恢复原食材
10623,腌渍橄榄,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10626,核桃奶,3,水果类及其制品,水果,processed,饮料、酒类或乳制品不属于本版核心原生食材
10630,葱白切碎,3,蔬菜类及其制品,蔬菜,junk,工具、包装或操作说明
10631,冰水混合物,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10634,黑豆浆,3,其他,饮品,processed,成品、半成品或加工食品
10635,魔鬼干辣椒,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10636,含气苏打水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10639,黑布林,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10641,红莲蓉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10642,知了猴,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10643,巧克力脆皮,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10644,馬蘇里拉芝士,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10645,一壶热水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10646,淡炼乳,3,乳类及其制品,乳制品,processed,烘焙或乳制加工食品
10648,恰玛古,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10650,特浓酸奶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10653,血豆腐,3,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
10654,桂圆肉干,3,畜肉类及其制品,畜肉,processed,加工肉制品
10655,葡萄干核桃,3,水果类及其制品,水果,processed,成品、半成品或加工食品
10659,高筋小麦面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10660,高铁米粉,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
10664,奶油意面,3,谷类及其制品,谷物,processed,烘焙或乳制加工食品
10665,甜点专发酵粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10669,绿奇异果,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10671,小水果刀,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10673,黑色巧克力,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10676,活耳,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10679,香肠料,3,畜肉类及其制品,畜肉,processed,加工肉制品
10681,上色,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10684,青龙,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10685,枝新鲜薄荷叶,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10686,豆角一把,3,干豆类及其制品,豆制品,junk,数量或单位残留且无法可靠恢复原食材
10690,艾青,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10691,后臀尖,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10692,面条机,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
10695,圆面包,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10696,慕斯液体,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10697,尼乳酪,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10703,多少加多少胡萝卜,3,蔬菜类及其制品,蔬菜,junk,数量或单位残留且无法可靠恢复原食材
10704,大小口蘑,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10705,自由组合,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10707,苏里拉奶酪芝士碎,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10709,干果果干,3,其他类,其他,processed,成品、半成品或加工食品
10710,井水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10711,馅料肉松,3,畜肉类及其制品,畜肉,processed,加工肉制品
10712,料小料,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10713,涂抹蛋液,3,蛋类及其制品,蛋,junk,工具、包装或操作说明
10714,马里苏芝士,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10716,泡菜拉面,3,调味,其他,processed,成品、半成品或加工食品
10717,老火腿,3,畜肉类及其制品,畜肉,processed,加工肉制品
10719,引子,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10720,肉面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10722,麦芬面包,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10723,脸盆,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10727,面包主体,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10730,日式大根,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10731,日式家常豆腐,3,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
10732,布朗尼,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10733,莓芝士蛋糕,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10734,新鲜树莓,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10736,万能炸粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10737,哦牛奶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10738,霓虹高筋粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10739,巧克力外壳,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10740,粥底,3,其他类,其他,processed,成品、半成品或加工食品
10742,圆形面包,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10743,熏火腿,3,畜肉类及其制品,畜肉,processed,加工肉制品
10746,藜麦米饭,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
10749,黑巧克力切碎,3,其他,烘焙与加工食品,junk,工具、包装或操作说明
10752,灰树花,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10753,半热水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10755,上面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10756,白矾,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10759,多少放多少午餐肉,3,畜肉类及其制品,畜肉,processed,加工肉制品
10760,儿芝士,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10764,茶叶水,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10768,糯米年糕,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10769,安慕希,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10772,熟咸鸭蛋,3,禽肉类及其制品,禽肉,processed,成品、半成品或加工食品
10775,牛奶」,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10777,薄千张,3,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
10779,消化饼底,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10780,奶油芝士慕斯,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10783,白不老,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10786,布蕾,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10788,茨菰,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10789,娘酒,3,其他类,其他,seasoning,调味料不进入基础原生食材表
10791,干辣椒几个,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10792,黄金耳,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10794,甜酒药,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10796,快发粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10797,总重,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10799,麦高筋面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10802,一水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10804,霸王花干,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10805,材料清水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10806,金枪鱼罐头肉,3,鱼虾蟹贝类,水产,processed,成品、半成品或加工食品
10807,奶油奶酪馅,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10809,墨斗丸,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10810,黄豆豆浆,3,其他,饮品,processed,成品、半成品或加工食品
10811,橙子量橙皮屑,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
10812,多少就多少牛肉,3,畜肉类及其制品,畜肉,junk,数量或单位残留且无法可靠恢复原食材
10814,粮食酒,3,其他类,其他,seasoning,调味料不进入基础原生食材表
10815,杰诺瓦士蛋糕体,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10816,樱花粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10818,秋耳,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10821,两指水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10823,精粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10824,极美滋,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10825,过鸡翅可乐,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10826,酱肉馅,3,调味,其他,junk,不属于指南允许的基础原生食材类别
10828,蛋黄加牛奶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10829,练习,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10831,薄荷叶薄荷,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10833,芒果冰淇淋,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10836,爱美食,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10837,波龙,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10838,多少鲍鱼,3,鱼虾蟹贝类,水产,junk,数量或单位残留且无法可靠恢复原食材
10840,奶油盒子,3,其他类,其他,processed,烘焙或乳制加工食品
10842,皮石斛,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
10843,耐热巧克力豆,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10844,奥利奥饼干去夹心,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10845,酸奶一小盒,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10846,色冰淇淋,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10847,中空戚风模,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10849,方便面蔬菜包,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
10854,无核青柠,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10855,披萨面饼,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
10857,记忆,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10858,多少刀削面,3,谷类及其制品,谷物,junk,数量或单位残留且无法可靠恢复原食材
10859,碎番茄罐头,3,蔬菜类及其制品,蔬菜,processed,成品、半成品或加工食品
10860,粉丝一小卷,3,谷类及其制品,谷物,processed,豆制品或淀粉制品（严格模式排除）
10862,班戟预拌粉,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
10864,腐膜,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10865,混合谷物米粉,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
10866,南瓜派香料,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
10867,想吃多少牛肉,3,畜肉类及其制品,畜肉,junk,数量或单位残留且无法可靠恢复原食材
10869,红烧,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10870,柠檬茶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10871,蛋糕薄片,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10873,食金粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10875,一大勺面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10876,红茶汤,3,其他,饮品,junk,不属于指南允许的基础原生食材类别
10877,酸白菜,3,蔬菜类及其制品,嫩茎叶花菜类,processed,成品、半成品或加工食品
10879,儿虾皮,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10880,元西,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10885,多少克糯米,3,谷类及其制品,谷物,junk,数量或单位残留且无法可靠恢复原食材
10887,各式丸子,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10888,馄饨皮子,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10891,家里什么放什么,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10895,改刀,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10896,脆松,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10897,滇红,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10898,固体饮料,3,其他类,其他,processed,饮料、酒类或乳制品不属于本版核心原生食材
10899,古越龙山,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10900,涂抹芝士,3,其他,烘焙与加工食品,junk,工具、包装或操作说明
10901,火龙果干,3,水果类及其制品,水果,processed,成品、半成品或加工食品
10903,苦甜黑巧克力,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10905,多麻椒,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10906,刷面鸡蛋液,3,禽肉类及其制品,禽肉,junk,工具、包装或操作说明
10907,赤味增,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10908,樱花珍珠,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10919,软质巧克力,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10920,炒勺,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10922,糯米面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10923,情黑巧克力,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10927,无脂酸奶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10929,小红干辣椒,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10931,就可,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10935,巧克力吐司,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10936,手工腐竹,3,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
10937,派盘,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
10938,密闭容器,3,其他类,其他,junk,工具、包装或操作说明
10939,人米线,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
10940,全部,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10941,小段干辣椒,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10942,玫瑰酒,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
10943,蛋糕圆模,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10944,咖啡冻,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10947,晚上,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10950,檸檬,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10951,水少量,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10954,香槟,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10956,牙刷,3,其他类,其他,junk,工具、包装或操作说明
10958,忌廉芝士,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10959,什么东西,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10960,汤圆皮,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
10961,萃取咖啡,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10962,牌肠粉专粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10963,四季春茶汤,3,其他,饮品,junk,不属于指南允许的基础原生食材类别
10967,黄豆罐头,3,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
10969,蝶豆花茶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
10971,植物油水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10973,乳酪蛋糕体,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10974,冻货,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10975,克马苏里拉芝士,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
10978,西紅柿,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10980,烏雞,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10981,山藥,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10983,深可可粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
10985,红茶菌,3,其他,饮品,junk,不属于指南允许的基础原生食材类别
10986,五花肉去皮,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
10989,一口香热狗肠,3,其他类,其他,processed,成品、半成品或加工食品
10993,纯肉烤肠,3,畜肉类及其制品,畜肉,processed,成品、半成品或加工食品
10994,奶油顶,3,其他类,其他,processed,烘焙或乳制加工食品
10995,朱古力粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10997,吧热水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
10998,巧克力裱花笔,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11001,波特酒,3,其他类,其他,seasoning,调味料不进入基础原生食材表
11004,無花果,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11005,去心,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11006,了炼奶,3,其他类,其他,processed,饮料、酒类或乳制品不属于本版核心原生食材
11008,准备好所食材,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11009,果胶粉,3,其他类,其他,processed,成品、半成品或加工食品
11010,树莓果冻,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
11011,高粉天然酵种,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11012,千张结,3,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
11013,龙莱烧烤炉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11014,几块大排,3,其他类,其他,junk,数量或单位残留且无法可靠恢复原食材
11016,馒头渣,3,其他类,其他,processed,成品、半成品或加工食品
11026,细面条面条,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11027,面粉料,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
11028,帕马森奶酪碎,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11029,皇上皇腊肉,3,畜肉类及其制品,畜肉,processed,加工肉制品
11030,熟木瓜,3,蔬菜类及其制品,蔬菜,processed,成品、半成品或加工食品
11031,谷元粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11035,纯速溶咖啡粉,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
11036,帕玛森奶酪粉,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11039,烟熏肠,3,其他类,其他,processed,成品、半成品或加工食品
11040,豆腐美乃滋,3,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
11042,玫瑰大头菜,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
11043,盘子里,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11044,东星斑,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11045,桂花蜜茶,3,其他,饮品,seasoning,调味料不进入基础原生食材表
11053,面粉手粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
11055,直条意大利面,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11056,迷你香肠,3,畜肉类及其制品,畜肉,processed,加工肉制品
11057,巩固期,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11058,牌低筋粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11062,熏培根,3,畜肉类及其制品,畜肉,processed,加工肉制品
11063,乌叶水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11064,果冻淋面,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
11066,台式小香肠,3,畜肉类及其制品,畜肉,processed,加工肉制品
11067,紫米粥,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11068,抓虾米,3,鱼虾蟹贝类,水产,processed,成品、半成品或加工食品
11071,次性裱花袋,3,其他类,其他,junk,工具、包装或操作说明
11076,酱黄瓜,3,调味,其他,junk,不属于指南允许的基础原生食材类别
11078,小馄饨,3,其他类,其他,processed,成品、半成品或加工食品
11083,重庆火锅料,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11085,咖啡饮料,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
11087,生石灰,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11088,胃口,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11091,一锅米饭,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11092,普通白面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
11093,纸壳,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11094,白芸豆豆沙,3,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
11097,多少放多少火腿,3,畜肉类及其制品,畜肉,processed,加工肉制品
11098,谷优玛丽亚饼干,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11099,牌烧烤料,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11100,五丰稻花香,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11101,滤乳清酸奶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
11105,越南米粉,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11106,山楂卷,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11107,豆腐脑,3,干豆类及其制品,大豆,processed,豆制品或淀粉制品（严格模式排除）
11109,因人而异,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11110,麻薯面包粉,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11112,墨西哥皮,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
11114,黑啤酒,3,其他,饮品,seasoning,调味料不进入基础原生食材表
11116,分钟烤箱中层,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11117,定纯净水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11118,低脂炼奶,3,其他类,其他,processed,饮料、酒类或乳制品不属于本版核心原生食材
11119,酸奶奶盖,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
11123,皮蛋黄液,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
11125,牛奶土司,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
11127,白豆沙馅,3,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
11129,淡奶油奶油霜,3,乳类及其制品,乳制品,processed,烘焙或乳制加工食品
11132,优酸乳,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11133,定温水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11134,外壳,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11136,汤块儿,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11137,葱油饼皮,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
11138,二米饭,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11139,咸面包,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11140,钙奶饼干,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11141,肠粉皮,3,其他,烘焙与加工食品,processed,豆制品或淀粉制品（严格模式排除）
11142,皇牌沙茶王,3,其他,饮品,junk,不属于指南允许的基础原生食材类别
11146,多少猪肉馅,3,畜肉类及其制品,畜肉,junk,数量或单位残留且无法可靠恢复原食材
11147,详细料,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11155,蓬蒿,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11157,刚烧开热水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11158,西式香肠,3,畜肉类及其制品,畜肉,processed,加工肉制品
11159,芫西,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11160,茶树菇干,3,其他,饮品,junk,不属于指南允许的基础原生食材类别
11161,不牛奶,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
11162,哈面条,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11164,巧克力砖,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11168,风干牛肉干,3,畜肉类及其制品,畜肉,processed,加工肉制品
11169,再来米粉,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11170,纯黑巧克力豆,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11171,底筋面粉,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
11172,软欧,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11174,克咖啡粉,3,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
11175,河套雪花粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11176,饮冰水,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11185,白可可力娇酒,3,其他,烘焙与加工食品,seasoning,调味料不进入基础原生食材表
11187,贵州糟辣椒,3,蔬菜类及其制品,蔬菜,processed,成品、半成品或加工食品
11188,口味水果,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11189,藤椒粉,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
11194,酸藠头,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11197,熟地瓜,3,蔬菜类及其制品,蔬菜,processed,成品、半成品或加工食品
11199,粉丝泡发,3,谷类及其制品,谷物,processed,豆制品或淀粉制品（严格模式排除）
11200,黑米蛋糕粉,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11201,熟豆芽,3,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
11202,饼料,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11204,香草慕斯,3,其他,烘焙与加工食品,processed,成品、半成品或加工食品
11206,芭比蛋糕,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11207,巧克力牌,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11208,甜腊肠,3,畜肉类及其制品,畜肉,processed,成品、半成品或加工食品
11209,方便面油包,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11210,料理棒,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11212,碎颗粒,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11213,酱干,3,调味,其他,junk,不属于指南允许的基础原生食材类别
11214,干玫瑰花苞,3,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
11215,粉熟糯米粉,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11217,材料拌匀,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11219,南瓜去皮,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
11222,百香果皮,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
11224,墨鱼肠,3,鱼虾蟹贝类,水产,processed,成品、半成品或加工食品
11225,生食火腿,3,畜肉类及其制品,畜肉,processed,加工肉制品
11228,底图,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11229,元素,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11230,即食栗子,3,坚果种子类,坚果种子,processed,成品、半成品或加工食品
11232,棍子面包,3,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
11234,高精粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
11235,青团预拌粉,3,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
11236,肉松蛋黄馅,3,畜肉类及其制品,畜肉,processed,加工肉制品
11237,南昌米粉,3,谷类及其制品,谷物,processed,成品、半成品或加工食品
11238,樱玉豆腐,3,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
11239,全麥粉,3,其他类,其他,junk,不属于指南允许的基础原生食材类别
