id,category_id,subcategory_id,is_core_raw,name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
1,1,4,1,葱,1274,蔬菜-葱蒜,蔬菜,葱蒜,alias,葱（小葱，鲜）,73,92.7,27,112,1.6,0.4,4.9,1.4,0,0.4,70,840,0,0.05,0.06,0.40,21.0,0.49,72,26,143,10.4,18,1.3,0.35,1.06,0.06,0.16,葱,,,,,,分布：全国各地均有栽植。,v2_strict_rule,core
2,1,4,1,蒜,1099,蔬菜-葱蒜,蔬菜,葱蒜,alias,大蒜（白皮，鲜）［蒜头］,85,66.6,128,536,4.5,0.2,27.6,1.1,0,1.1,3,30,0,0.04,0.06,0.60,7.0,1.07,39,117,302,19.6,21,1.2,0.88,3.09,0.22,0.29,蒜,,,,,,江苏等省,v2_strict_rule,core
3,1,2,1,姜,923,蔬菜-根茎,蔬菜,根茎,alias,姜（鲜）［黄姜］,95,87.0,46,194,1.3,0.6,10.3,2.7,0,0.8,14,170,0,0.02,0.03,0.80,4.0,—,27,25,295,14.9,44,1.4,0.34,0.56,0.14,3.20,姜,,一般人群均可食用。适宜伤风感冒、寒性痛经、晕车晕船者食用。,阴虚内热及邪热亢盛者忌食。,,,中国等亚洲地区,v2_strict_rule,core
4,3,14,1,猪肉,592,畜肉-猪,畜肉,猪,alias,猪肉（代表值，fat30g）,91,54.9,331,1370,15.1,30.1,0.0,0.0,86,0.8,15,0,15,0.30,0.13,4.10,Tr,0.67,6,121,218,56.8,16,1.3,1.78,7.90,0.12,0.03,猪肉,,,,,,,v2_strict_rule,core
5,1,4,1,洋葱,641,蔬菜-葱蒜,蔬菜,葱蒜,alias,洋葱（鲜）［葱头］,90,89.2,40,169,1.1,0.2,9.0,0.9,0,0.5,2,20,0,0.03,0.03,0.30,8.0,0.14,24,39,147,4.4,15,0.6,0.23,0.92,0.05,0.14,洋葱,,,,,,全世界,v2_strict_rule,core
6,1,2,1,胡萝卜,571,蔬菜-根茎,蔬菜,根茎,alias,胡萝卜（红）［金笋，丁香萝卜］,96,89.2,39,162,1.0,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.60,13.0,0.41,32,27,190,71.4,14,1.0,0.23,0.63,0.08,0.24,胡萝卜,,一般人都可食用。更适宜癌症、高血压、夜盲症、干眼症患者、营养不良、食欲不振者、皮肤粗糙者。,一般人都可食用。,,,世界各地,v2_strict_rule,core
7,5,22,1,鸡蛋,543,蛋类-鸡蛋,蛋类,鸡蛋,alias,鸡蛋（代表值）,87,75.2,139,581,13.1,8.6,2.4,0.0,648,0.9,255,—,216,0.09,0.20,0.20,Tr,1.14,56,130,154,131.5,10,1.6,0.89,13.96,0.19,0.03,鸡蛋,,一般人均可食用适宜体质虚弱，营养不良，贫血及妇女产后病后调养；适宜婴幼儿发育期补养。,患高热、腹泻、肝炎、肾炎、胆囊炎、胆石症之人忌食；老年高血压、高血脂、冠心病人，宜少量食用鸡蛋，一般每日不超过1只，不宜多食，这样限量食用，既可补充优质蛋白质，又不影响血脂水平。,,,,v2_strict_rule,core
8,3,15,1,牛肉,442,畜肉-牛,畜肉,牛,alias,牛肉（代表值，fat9g）,100,69.8,160,669,20.0,8.7,0.5,0.0,58,1.1,3,0,3,0.04,0.11,4.15,Tr,0.68,5,182,212,64.1,22,1.8,4.70,3.15,0.05,0.03,牛肉,,,,,,,v2_strict_rule,core
9,1,1,1,香菜,473,蔬菜-叶菜,蔬菜,叶菜,alias,香菜（鲜）［芫荽］,81,90.5,33,139,1.8,0.4,6.2,1.2,0,1.1,97,1160,0,0.04,0.14,2.20,48.0,0.80,101,49,272,48.5,33,2.9,0.45,0.53,0.21,0.28,香菜,,,,,,,v2_strict_rule,core
10,3,14,1,五花肉,457,畜肉-猪,畜肉,猪,alias,猪肉（代表值，fat30g）,91,54.9,331,1370,15.1,30.1,0.0,0.0,86,0.8,15,0,15,0.30,0.13,4.10,Tr,0.67,6,121,218,56.8,16,1.3,1.78,7.90,0.12,0.03,五花肉,,,,,,,v2_strict_rule,core
11,1,3,1,青椒,357,蔬菜-瓜果,蔬菜,瓜果,alias,辣椒（青、尖）,91,93.4,22,91,0.8,0.3,5.2,—,0,0.3,8,98,0,0.02,0.02,0.62,59.0,0.38,11,20,154,7.0,15,0.3,0.21,0.02,0.05,0.05,青椒,,一般人群均可食用。,1.眼疾患者、食管炎、胃肠炎、胃溃疡、痔疮患者应少吃或忌食；2.同时有火热病症或阴虚火旺，高血压，肺结核病的人慎食。,,,,v2_strict_rule,core
12,8,34,1,土豆,403,薯芋-薯类,薯芋,薯类,alias,马铃薯［土豆、洋芋］,94,78.6,81,343,2.6,0.2,17.8,1.1,0,0.8,1,6,0,0.10,0.02,1.10,14.0,0.34,7,46,347,5.9,24,0.4,0.3,0.47,0.09,0.1,土豆,,,,,含微量龙葵碱（0.005%— 0.01%）,北美,v2_strict_rule,core
13,10,41,1,玉米,344,谷物/坚果-玉米,谷物/坚果,玉米,alias,玉米（鲜）,46,71.3,112,469,4.0,1.2,22.8,2.9,0,0.7,—,—,0,0.16,0.11,1.80,16,0.46,—,117,238,1.1,32,1.1,0.90,1.63,0.09,0.22,玉米,,,,,,中国黄河以北地区居多,v2_strict_rule,core
14,1,3,1,番茄,379,蔬菜-瓜果,蔬菜,瓜果,alias,番茄［西红柿］,97,95.2,15,62,0.9,0.2,3.3,—,0,0.4,31,375,0,0.02,0.01,0.49,14.0,0.42,4,24,179,9.7,12,0.2,0.12,Tr,0.04,0.06,番茄,,,,,,原产于中美洲和南美洲,v2_strict_rule,core
15,4,18,1,鸡胸肉,306,禽肉-鸡,禽肉,鸡,alias,鸡胸脯肉,100,71.7,118,499,24.6,1.9,0.6,0.0,65,1.2,3,0,3,0.07,0.06,11.96,Tr,0.41,1,170,333,44.8,28,1.0,0.26,11.75,0.01,0.01,鸡胸肉,,,,,,,v2_strict_rule,core
16,10,43,1,花生,316,谷物/坚果-坚果种子,谷物/坚果,坚果种子,alias,花生仁（生）,100,6.9,574,2400,24.8,44.3,21.7,5.5,0,2.3,3,30,0,0.72,0.13,17.90,2.0,18.09,39,324,587,3.6,178,2.1,2.50,3.94,0.95,1.25,花生,,一般人均可食用适宜营养不良，食欲不振，咳嗽痰啃之人食用；适宜脚气病患者食用；适宜妇女产后乳汁缺少者食用；适宜高血压病，高脂血症，冠心病，动脉硬化，以及各种出血性疾病之人食用；适宜儿童、青少年及老年人食用，能提高儿童记忆力，有助于老人滋补保健。,花生含油脂多，消化时需要多耗胆汁，故胆病患者不宜食用；花生能增进血凝，促进血栓形成，故患血黏度高或有血栓的人不宜食用；体寒湿滞及肠滑便泄者不宜服食。,,,,v2_strict_rule,core
17,1,3,1,辣椒,335,蔬菜-瓜果,蔬菜,瓜果,alias,辣椒（红，小）,80,88.8,38,159,1.3,0.4,8.9,3.2,0,0.6,116,1390,0,0.03,0.06,0.80,144.0,0.44,37,95,222,2.6,16,1.4,0.30,1.90,0.11,0.18,辣椒,,,,,,现在世界各国普遍栽培,v2_strict_rule,core
18,1,3,1,小米椒,280,蔬菜-瓜果,蔬菜,瓜果,alias,辣椒（小红尖辣椒）,89,76.4,62,254,4.1,0.4,17.7,11.8,0,1.4,—,—,0,0.16,0.16,2.51,86.0,8.11,29,115,18,11.5,59,0.6,0.33,0.96,0.20,0.30,小米椒,,,,,,,v2_strict_rule,core
19,1,3,1,黄瓜,302,蔬菜-瓜果,蔬菜,瓜果,alias,黄瓜（鲜）［胡瓜］,92,95.8,16,65,0.8,0.2,2.9,0.5,0,0.3,8,90,0,0.02,0.03,0.20,9.0,0.49,24,24,102,4.9,15,0.5,0.18,0.38,0.05,0.06,黄瓜,,一般人群均可食用。适宜热病患者、肥胖、高血压、高血脂、水肿、癌症、嗜酒者多食，并且是糖尿病人首选的食品之一。,脾胃虚弱、腹痛腹泻、肺寒咳嗽者都应少吃，因黄瓜性凉，胃寒患者食之易致腹痛泄泻。,,,,v2_strict_rule,core
20,10,39,1,大米,239,谷物/坚果-稻米,谷物/坚果,稻米,alias,稻米（代表值）,100,13.3,346,1453,7.9,0.9,77.2,0.6,0,0.7,0,0,0,0.15,0.04,2.00,0,0.43,8,112,112,1.8,31,1.1,1.54,2.83,0.25,1.13,大米,,,,,,,v2_strict_rule,core
21,2,8,1,红枣,238,水果-核果,水果,核果,alias,枣（鲜）,87,67.4,125,524,1.1,0.3,30.5,1.9,0,0.7,20,240,0,0.06,0.09,0.90,243.0,0.78,22,23,375,1.2,25,1.2,1.52,0.80,0.06,0.32,红枣,,,,,,,v2_strict_rule,core
22,2,10,1,柠檬,257,水果-柑橘,水果,柑橘,alias,柠檬,66,91.0,37,156,1.1,1.2,6.2,1.3,0,0.5,Tr,Tr,0,0.05,0.02,0.60,22.0,1.14,101,22,209,1.1,37,0.8,0.65,0.50,0.14,0.05,柠檬,,一般人群均可食用，暑热口干烦躁、消化不良者，维生素C缺乏者，胎动不安的孕妇，肾结石患者，高血压、心肌梗死患者适宜食用。,胃溃疡、胃酸分泌过多，患有龋齿者和糖尿病患者慎食。,,无毒,意大利,v2_strict_rule,core
23,7,32,1,香菇,314,菌菇藻类-菌菇,菌菇藻类,菌菇,alias,香菇（鲜）［香蕈，冬菇］,100,91.7,26,107,2.2,0.3,5.2,3.3,0,0.6,—,—,0,Tr,0.08,2.00,1.0,—,2,53,20,1.4,11,0.3,0.66,2.58,0.12,0.25,香菇,,,,,,,v2_strict_rule,core
24,4,18,1,鸡肉,224,禽肉-鸡,禽肉,鸡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鸡肉,,一般人群均可食用，老人、病人、体弱者更宜食用。,1.感冒发热、内火偏旺、痰湿偏重之人、肥胖症、患有热毒疖肿之人、高血压、血脂偏高、胆囊炎、胆石症的人忌食；2.鸡肉性温，助火，肝阳上亢及口腔糜烂、皮肤疖肿、大便秘结者不宜食用；3.动脉硬化、冠心病和高血脂患者忌饮鸡汤；感冒伴有头痛、乏力、发热的人忌食鸡肉，鸡汤。,,,,v2_strict_rule,common
25,10,43,1,杏仁,200,谷物/坚果-坚果种子,谷物/坚果,坚果种子,alias,杏仁,100,5.6,578,2419,22.5,45.4,23.9,8.0,0,2.6,—,—,0,0.08,0.56,—,26.0,18.53,97,27,106,8.3,178,2.2,4.30,15.65,0.80,0.77,杏仁,,,,,,,v2_strict_rule,core
26,10,43,1,芝麻,209,谷物/坚果-坚果种子,谷物/坚果,坚果种子,alias,芝麻子（白）,100,5.3,536,2244,18.4,39.6,31.5,9.8,0,5.2,—,—,0,0.36,0.26,3.8,—,38.28,620,513,266,32.2,202,14.1,4.21,4.06,1.41,1.17,芝麻,,一般人群均可食用适宜肝肾不足所致的眩晕、眼花、视物不清、腰酸腿软、耳鸣耳聋、发枯发落、头发早白之人食用；适宜妇女产后乳汁缺乏者食用；适宜身体虚弱、贫血、高脂血症、高血压病、老年哮喘、肺结核，以及荨麻疹，习惯性便秘者食用；适宜糖尿病、血小板减少性紫瘴、慢性神经炎、末梢神经麻痹、痔疮以及出血性素质者食用。,患有慢性肠炎、便溏腹泻者忌食；根据前人经验，男子阳痿、遗精者忌食。,,,热带及部分温带地区,v2_strict_rule,core
27,1,2,1,芹菜,194,蔬菜-根茎,蔬菜,根茎,alias,芹菜（茎）［旱芹，药芹］,100,95.4,13,55,0.4,0.2,3.1,1.0,0,0.9,2,18,0,0.01,0.02,0.22,2.0,Tr,15,13,128,166.4,16,0.2,0.14,0.07,0.03,0.04,芹菜,,一般人群均可食用。特别适合高血压、动脉硬化、高血糖、缺铁性贫血、经期妇女食用。,1.芹菜性凉质滑，脾胃虚寒、大便溏薄者不宜多食，芹菜有降血压作用，故血压偏低者慎用；2.计划生育的男性应注意适量少食。,,,地中海地区和中东,v2_strict_rule,core
28,8,34,1,红薯,233,薯芋-薯类,薯芋,薯类,alias,甘薯（白心）［红皮山芋］,86,72.6,106,444,1.4,0.2,25.2,1.0,0,0.6,18,220,0,0.07,0.04,0.60,24.0,0.43,24,46,174,58.2,17,0.8,0.22,0.63,0.16,0.21,红薯,,,,,,,v2_strict_rule,core
29,1,1,1,白菜,185,蔬菜-叶菜,蔬菜,叶菜,alias,大白菜（代表值）,89,94.4,20,82,1.6,0.2,3.4,0.9,0,0.7,7,80,0,0.05,0.04,0.65,37.5,0.36,57,33,134,68.9,12,0.8,0.46,0.57,0.06,0.19,白菜,,"一般人均可食用。特别适合肺热咳嗽、便秘、肾病患者多食，同时女性也应该多吃。
",大白菜性偏寒凉，胃寒腹痛、大便溏泻及寒痢者不可多食。,,,中国,v2_strict_rule,core
30,1,3,1,南瓜,197,蔬菜-瓜果,蔬菜,瓜果,alias,南瓜（鲜）［倭瓜，番瓜］,85,93.5,23,97,0.7,0.1,5.3,0.8,0,0.4,74,890,0,0.03,0.04,0.40,8.0,0.36,16,24,145,0.8,8,0.4,0.14,0.46,0.03,0.08,南瓜,,,,,,韩国仁川以南地区,v2_strict_rule,core
31,1,1,1,生菜,207,蔬菜-叶菜,蔬菜,叶菜,alias,生菜［叶用莴苣］,94,96.7,12,51,1.6,0.4,1.1,—,0,0.2,2,26,0,0.02,0.01,—,Tr,Tr,14,12,91,16.1,7,0.2,0.12,0.04,0.01,0.06,生菜,,,,,,东亚，中国东南沿海大部有栽培,v2_strict_rule,core
32,3,14,1,排骨,182,畜肉-猪,畜肉,猪,alias,猪大排,68,58.8,264,1095,18.3,20.4,1.7,0.0,165,0.8,12,0,12,0.80,0.15,5.30,Tr,0.11,8,125,274,44.5,17,0.8,1.72,10.30,0.12,0.05,排骨,,,,,,,v2_strict_rule,core
33,7,32,1,木耳,225,菌菇藻类-菌菇,菌菇藻类,菌菇,alias,木耳（干）［黑木耳，云耳］,100,15.5,265,1107,12.1,1.5,65.6,29.9,0,5.3,8,100,0,0.17,0.44,2.50,—,11.34,247,292,757,48.5,152,97.4,3.18,3.72,0.32,8.86,木耳,,,,,无毒,吉林,v2_strict_rule,core
34,10,40,1,燕麦,169,谷物/坚果-小麦,谷物/坚果,小麦,exact,燕麦,100,10.2,338,1433,10.1,0.2,77.4,6.0,0,2.1,Tr,Tr,0,0.46,0.07,—,,0.91,58,342,356,2.1,116,2.9,1.75,—,0.21,3.91,燕麦,,,,,无毒,,v2_strict_rule,core
35,10,43,1,黑芝麻,177,谷物/坚果-坚果种子,谷物/坚果,坚果种子,alias,芝麻子（黑）,100,5.7,559,2340,19.1,46.1,24.0,14.0,0,5.1,—,—,0,0.66,0.25,5.9,—,50.40,780,516,358,8.3,290,22.7,6.13,4.70,1.77,17.85,黑芝麻,,一般人均可食用适宜肝肾不足所致的眩晕、眼花、视物不清、腰酸腿软、耳鸣耳聋、发枯发落、头发早白之人食用；适宜妇女产后乳汁缺乏者食用；适宜身体虚弱、贫血、高脂血症、高血压病、老年哮喘、肺结核，以及荨麻疹，习惯性便秘者食用；适宜糖尿病、血小板减少性紫瘴、慢性神经炎、末梢神经麻痹、痔疮以及出血性素质者食用。,患有慢性肠炎、便溏腹泻者忌食；根据前人经验，男子阳痿、遗精者忌食。,,,,v2_strict_rule,core
36,10,43,1,白芝麻,176,谷物/坚果-坚果种子,谷物/坚果,坚果种子,alias,芝麻子（白）,100,5.3,536,2244,18.4,39.6,31.5,9.8,0,5.2,—,—,0,0.36,0.26,3.8,—,38.28,620,513,266,32.2,202,14.1,4.21,4.06,1.41,1.17,白芝麻,,,,,,,v2_strict_rule,core
37,3,14,1,猪里脊,165,畜肉-猪,畜肉,猪,alias,猪肉（里脊）,100,74.7,150,626,19.6,7.9,0.0,0.0,55,1.2,Tr,0,Tr,0.32,0.20,6.37,Tr,0.33,6,184,317,43.2,28,1.5,2.01,8.32,0.01,Tr,猪里脊,,,,,,,v2_strict_rule,core
38,10,43,1,核桃,174,谷物/坚果-坚果种子,谷物/坚果,坚果种子,alias,核桃（鲜）,43,49.8,336,1406,12.8,29.9,6.1,4.3,0,1.4,—,—,0,0.07,0.14,1.40,10.0,41.17,—,—,—,—,—,—,—,—,—,—,核桃,,,,,,欧洲东南部,v2_strict_rule,core
39,1,6,1,圣女果,199,蔬菜-其他蔬菜,蔬菜,其他蔬菜,alias,樱桃番茄［小西红柿］,98,92.5,25,107,1.0,0.2,5.8,—,0,0.5,28,332,0,0.03,0.02,0.92,33.0,0.98,6,26,262,10.0,12,0.3,0.20,0.20,0.04,0.06,圣女果,,,,,,大洋洲热带及亚热带地区,v2_strict_rule,core
40,1,1,1,菠菜,183,蔬菜-叶菜,蔬菜,叶菜,alias,菠菜（鲜）［赤根菜］,89,91.2,28,116,2.6,0.3,4.5,1.7,0,1.4,243,2920,0,0.04,0.11,0.60,32.0,1.74,66,47,311,85.2,58,2.9,0.85,0.97,0.10,0.66,菠菜,,,,,,,v2_strict_rule,core
41,6,28,1,虾仁,196,水产-虾,水产,虾,alias,虾米［海米、虾仁］,100,37.4,198,839,43.7,2.6,0.0,0.0,525,17.0,21,—,21,0.01,0.12,5.00,Tr,1.46,555,666,550,4891.9,236,11.0,3.82,75.40,2.33,0.77,虾仁,,,,,,,v2_strict_rule,core
42,2,12,1,芒果,190,水果-热带水果,水果,热带水果,alias,芒果［抹猛果，望果］,60,90.6,35,146,0.6,0.2,8.3,1.3,0,0.3,75,897,0,0.01,0.04,0.30,23.0,1.21,—,11,138,2.8,14,0.2,0.09,1.44,0.06,0.20,芒果,,,,,,马来西亚和中国,v2_strict_rule,core
43,2,9,1,草莓,196,水果-浆果,水果,浆果,alias,草莓［洋莓，凤阳草莓］,97,91.3,32,134,1.0,0.2,7.1,1.1,0,0.4,3,30,0,0.02,0.03,0.30,47.0,0.71,18,27,131,4.2,12,1.8,0.14,0.70,0.04,0.49,草莓,,,,,无毒,世界各地均有分布,v2_strict_rule,core
44,1,1,1,油菜,143,蔬菜-叶菜,蔬菜,叶菜,alias,油菜,96,95.6,14,57,1.3,0.5,2.0,—,0,0.9,90,1083,0,0.02,0.05,0.55,—,Tr,148,23,175,73.7,25,0.9,0.31,0.73,0.03,0.23,油菜,,"一般人均可食用。特别适宜患口腔溃疡、口角湿白、齿龈出血、牙齿松动、淤血腹痛、癌症患者。
",痧痘、孕早期妇女、目疾患者、小儿麻疹后期、疥疮、狐臭等慢性病患者要少食。,,,,v2_strict_rule,core
45,2,9,1,蔓越莓,150,水果-浆果,水果,浆果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔓越莓,,,,,,,v2_strict_rule,common
46,7,32,1,金针菇,143,菌菇藻类-菌菇,菌菇藻类,菌菇,alias,金针菇（鲜）［智力菇］,100,90.2,32,133,2.4,0.4,6.0,2.7,0,1.0,3,30,0,0.15,0.19,4.10,2.0,1.14,—,97,195,4.3,17,1.4,0.39,0.28,0.14,0.10,金针菇,,1.一般人群均可食用。2.适合气血不足、营养不良的老人、儿童、癌症患者、肝脏病及胃、肠道溃疡、心脑血管疾病患者食用。,脾胃虚寒者金针菇不宜吃得太多。,,,,v2_strict_rule,core
47,8,34,1,紫薯,142,薯芋-薯类,薯芋,薯类,alias,甘薯（白心）［红皮山芋］,86,72.6,106,444,1.4,0.2,25.2,1.0,0,0.6,18,220,0,0.07,0.04,0.60,24.0,0.43,24,46,174,58.2,17,0.8,0.22,0.63,0.16,0.21,紫薯,,,,,,,v2_strict_rule,core
48,1,4,1,韭菜,140,蔬菜-葱蒜,蔬菜,葱蒜,alias,韭菜,90,92.0,25,102,2.4,0.4,4.5,—,0,0.7,133,1596,0,0.04,0.05,0.86,2.0,0.57,44,45,241,5.8,24,0.7,0.25,1.33,0.05,0.21,韭菜,,一般人群均能食用。适宜便秘、产后乳汁不足女性、寒性体质等人。,多食会上火且不易消化，因此阴虚火旺、有眼病和胃肠虚弱的人不宜多食。,,,,v2_strict_rule,core
49,1,3,1,红椒,143,蔬菜-瓜果,蔬菜,瓜果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红椒,,,,,,,v2_strict_rule,common
50,1,3,1,红辣椒,158,蔬菜-瓜果,蔬菜,瓜果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红辣椒,,,,,,中南美洲热带地区,v2_strict_rule,common
51,1,1,1,罗勒,258,蔬菜-叶菜,蔬菜,叶菜,exact,罗勒［兰香］,100,88.4,26,108,3.8,,4.6,3.9,0,—,410,2460,0,—,—,—,5.0,0.00,285,65,576,5.7,106,4.4,0.52,—,0.91,0.68,罗勒,,,,,,,v2_strict_rule,core
52,5,26,1,蛋清,154,蛋类-其他蛋类,蛋类,其他蛋类,alias,鸡蛋白,100,84.4,60,254,11.6,0.1,3.1,0.0,—,0.8,—,—,—,0.04,0.31,0.20,Tr,0.01,9,18,132,79.4,15,1.6,0.02,6.97,0.05,0.02,蛋清,,,,,,,v2_strict_rule,core
53,1,6,1,西兰花,166,蔬菜-其他蔬菜,蔬菜,其他蔬菜,alias,西兰花［绿菜花］,83,91.6,27,111,3.5,0.6,3.7,—,0,0.6,13,151,0,0.06,0.08,0.73,56.0,0.76,50,61,179,46.7,22,0.9,0.46,0.43,0.03,0.16,西兰花,,,,,,,v2_strict_rule,core
54,9,37,1,红豆,130,豆类-杂豆,豆类,杂豆,alias,赤小豆（干）［小豆，红小豆］,100,12.6,324,1357,20.2,0.6,63.4,7.7,0,3.2,7,80,0,0.16,0.11,2.00,—,14.36,74,305,860,2.2,138,7.4,2.20,3.80,0.64,1.33,红豆,,,,,,全国各地普遍栽培,v2_strict_rule,core
55,2,9,1,蓝莓,161,水果-浆果,水果,浆果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蓝莓,,,,,,,v2_strict_rule,common
56,2,7,1,苹果,137,水果-仁果,水果,仁果,alias,苹果（代表值）,85,86.1,53,227,0.4,0.2,13.7,1.7,0,0.2,4,50,0,0.02,0.02,0.20,3.0,0.43,4,7,83,1.3,4,0.3,0.04,0.10,0.07,0.03,苹果,,一般人群均可食用。慢性胃炎、消化不良、气滞不通者，便秘、慢性腹泻、神经性结肠炎，高血压、膏血脂和肥胖患者，癌症患者、贫血和维生素缺乏者尤其适合。准妈妈每天吃个苹果可以减轻孕期反应。,肾炎和糖尿病患者不宜多吃。,,,北半球的温带地区,v2_strict_rule,core
57,1,6,1,枸杞,161,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,枸杞菜（鲜）［枸杞，地骨］,49,87.8,47,197,5.6,1.1,4.5,1.6,0,1.0,592,3550,0,0.08,0.32,1.30,58.0,2.99,36,32,170,29.8,74,2.4,0.21,0.35,0.21,0.37,枸杞,,,,,,,v2_strict_rule,core
58,3,16,1,羊肉,129,畜肉-羊,畜肉,羊,alias,羊肉（代表值，fat7g）,100,72.5,139,581,18.5,6.5,1.6,0.0,82,1.0,8,0,8,0.07,0.16,4.41,Tr,0.48,16,161,300,89.9,23,3.9,3.52,5.95,0.13,0.06,羊肉,,,,,,,v2_strict_rule,core
59,1,2,1,萝卜,126,蔬菜-根茎,蔬菜,根茎,alias,白萝卜（鲜）［莱菔］,95,94.6,16,67,0.7,0.1,4.0,—,0,0.6,Tr,Tr,0,0.02,0.01,0.14,19.0,Tr,47,16,167,54.3,12,0.2,0.14,0.12,0.01,0.05,萝卜,,,,,,,v2_strict_rule,core
60,1,5,1,豌豆,128,蔬菜-鲜豆,蔬菜,鲜豆,alias,豌豆（带荚，鲜）［回回豆］,42,70.2,111,465,7.4,0.3,21.2,3.0,0,0.9,18,220,0,0.43,0.09,2.30,14.0,1.21,21,127,332,1.2,43,1.7,1.29,1.74,0.22,0.65,豌豆,,,,,,,v2_strict_rule,core
61,2,12,1,香蕉,121,水果-热带水果,水果,热带水果,alias,香蕉［甘蕉］,59,75.8,93,389,1.4,0.2,22.0,1.2,0,0.6,5,60,0,0.02,0.04,0.70,8.0,0.24,7,28,256,0.8,43,0.4,0.18,0.87,0.14,0.65,香蕉,,,,,,中国多地,v2_strict_rule,core
62,1,2,1,欧芹,117,蔬菜-根茎,蔬菜,根茎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欧芹,,,,,,,v2_strict_rule,common
63,1,2,1,白萝卜,117,蔬菜-根茎,蔬菜,根茎,alias,白萝卜（鲜）［莱菔］,95,94.6,16,67,0.7,0.1,4.0,—,0,0.6,Tr,Tr,0,0.02,0.01,0.14,19.0,Tr,47,16,167,54.3,12,0.2,0.14,0.12,0.01,0.05,白萝卜,,一般人都可食用。,萝卜性偏寒凉而利肠，脾虚泄泻者慎食或少食；时胃溃疡、十二指肠溃疡、慢性胃炎、单纯甲状腺肿、先兆流产、子宫脱垂等患者忌吃。,,,我国多数地区,v2_strict_rule,core
64,10,39,1,糯米,112,谷物/坚果-稻米,谷物/坚果,稻米,alias,糯米［江米］,100,12.6,350,1464,7.3,1.0,78.3,0.8,0,0.8,0,0,0,0.11,0.04,2.30,0,1.29,26,113,137,1.5,49,1.4,1.54,2.71,0.25,1.54,糯米,,一般人群都能食用，适宜体虚自汗、盗汗、多汗、血虚头晕眼花、脾虚腹泻之人食用；适宜肺结核、神经衰弱、病后产后之人食用。,凡湿热痰火偏盛之人忌食；发热、咳嗽痰黄、黄疸、腹胀之人忌食；糖尿病患者不食或少食；另外由于糯米极柔黏，难以消化，脾胃虚弱者不宜多食。,,,,v2_strict_rule,core
65,1,5,1,青豆,106,蔬菜-鲜豆,蔬菜,鲜豆,exact,毛豆（鲜）［青豆，菜用大豆］,53,69.6,131,550,13.1,5.0,10.5,4.0,0,1.8,11,130,0,0.15,0.07,1.40,27.0,2.44,135,188,478,3.9,70,3.5,1.73,2.48,0.54,1.20,青豆,,一般人群均可食用。,一般人群均可食用。,,,,v2_strict_rule,core
66,3,15,1,肥牛,103,畜肉-牛,畜肉,牛,alias,牛肉（代表值，fat9g）,100,69.8,160,669,20.0,8.7,0.5,0.0,58,1.1,3,0,3,0.04,0.11,4.15,Tr,0.68,5,182,212,64.1,22,1.8,4.70,3.15,0.05,0.03,肥牛,,,,,,,v2_strict_rule,core
67,2,12,1,菠萝,103,水果-热带水果,水果,热带水果,alias,菠萝［凤梨，地菠萝］,68,88.4,44,182,0.5,0.1,10.8,1.3,0,0.2,2,20,0,0.04,0.02,0.20,18.0,—,12,9,113,0.8,8,0.6,0.14,0.24,0.07,1.04,菠萝,,,,,,,v2_strict_rule,core
68,7,33,1,海带,99,菌菇藻类-藻类,菌菇藻类,藻类,alias,海带（鲜）［江白菜］,100,94.4,13,55,1.2,0.1,2.1,0.5,0,2.2,—,—,0,0.02,0.15,1.30,Tr,1.85,46,22,246,8.6,25,0.9,0.16,9.54,—,0.07,海带,,,,,,,v2_strict_rule,core
69,1,6,1,西葫芦,95,蔬菜-其他蔬菜,蔬菜,其他蔬菜,alias,西葫芦,73,94.9,19,79,0.8,0.2,3.8,0.6,0,0.3,3,30,0,0.01,0.03,0.20,6.0,0.34,15,17,92,5.0,9,0.3,0.12,0.28,0.03,0.04,西葫芦,,,,,,,v2_strict_rule,core
70,1,1,1,娃娃菜,93,蔬菜-叶菜,蔬菜,叶菜,alias,大白菜（代表值）,89,94.4,20,82,1.6,0.2,3.4,0.9,0,0.7,7,80,0,0.05,0.04,0.65,37.5,0.36,57,33,134,68.9,12,0.8,0.46,0.57,0.06,0.19,娃娃菜,,,,,,,v2_strict_rule,core
