name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
直径,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
食材量,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
油酥皮,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
白莲子,8,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
布丁层,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
芦苇叶,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
食材,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
浓汤,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干姜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,干姜,,,,,无毒,,nutrition_table,tail
碎姜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
薄片姜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
生面,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
少胡萝卜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
爆米花,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蔬菜面,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
熟红薯,8,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
去腥姜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
威化饼,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
那么多姜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
桂格燕麦,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
儿葱,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
爆米花专玉米,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冬阴功汤,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多点葱,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蒜蓉姜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
阿胶,8,其他类-其他,其他类,其他,exact,阿胶,100,11.0,383,1619,73.0,5.8,9.5,—,—,0.7,—,—,—,0.00,0.09,—,—,—,59,33,5,222.5,13,4.7,1.58,—,0.94,0.26,阿胶,,适宜营养型贫血的女性、身体虚弱、免疫力低下的人士、产后的妇女。,?脾胃虚弱，消化不良者慎服。,,,,nutrition_table,core
海蜇,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海蜇,,,,,,,nutrition_table,tail
混合芝士,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
维生素,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
豌豆玉米胡萝卜,8,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
传统燕麦,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
牛羊肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
玉米粒青豆,8,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少蒜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
红枣去核,7,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
魔芋米,7,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青豌豆,7,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青豌豆,,,,,,,nutrition_table,tail
素火腿,7,干豆类及其制品-大豆,干豆类及其制品,大豆,exact,素火腿,100,55.0,213,890,19.1,13.2,4.8,0.9,0,7.9,—,—,0,0.01,0.03,0.10,—,25.99,8,115,24,675.9,25,7.3,1.96,3.18,0.16,1.57,素火腿,,,,,,,nutrition_table,core
雪花面粉,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青苹果,7,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青苹果,,,,,,,nutrition_table,tail
蛋黄肉松馅,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干朝天椒,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
便当盒,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
福建老酒,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
瘦肉丝,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辣椒壳,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
想吃菜,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
酸奶粉,7,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
可可液块,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
海蛎干,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海蛎干,,,,,,,nutrition_table,tail
精肉,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,精肉,,,,,,,nutrition_table,tail
红虾,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
米辣椒,7,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
生腰果,7,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
其他佐料,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鲜鱼,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鲜鱼,,,,,,,nutrition_table,tail
大小番茄,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
杏仁精,7,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
猪肉里脊,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冰皮月饼预拌粉,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
克马苏里拉,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
中筋麵粉,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
节新鲜莲藕,7,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
泰国糯米,7,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
坚果和果干,7,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小虾,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小虾,,,,,,,nutrition_table,tail
截葱,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
仔排,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仔排,,,,,,,nutrition_table,tail
豌豆苗,7,蔬菜类及其制品-鲜豆类,蔬菜类及其制品,鲜豆类,exact,豌豆苗,100,91.2,32,132,4.8,0.8,2.6,—,0,0.6,28,333,0,0.11,0.16,0.49,8.0,0.10,15,60,145,20.9,14,0.5,0.42,0.56,0.07,0.08,豌豆苗,,一般人群均可食用。,一般人群均可食用。,,,,nutrition_table,core
猪梅肉,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,猪梅肉,,,,,,,nutrition_table,tail
美好心情,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
九江双蒸酒,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青花鱼,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
可自行调整,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蜂蜡,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蜂蜡,,,,,,,nutrition_table,tail
墨西哥卷饼,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
白扁豆,7,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白扁豆,,一般人群均可食用。,"一般人群均可食用。
",,,,nutrition_table,tail
玉米饼,7,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蒿子杆,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蒿子杆,,,,,,,nutrition_table,tail
鸡里脊,7,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
刷子,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
茶干,7,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,茶干,,,,,,,nutrition_table,tail
手机,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小龙虾料,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
朵鲜香菇,7,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小丸子,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小丸子,,,,,,,nutrition_table,tail
碎冰,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
纯黑巧克力,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
熟花生仁,7,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,熟花生仁,,,,,,,nutrition_table,tail
全蛋蛋液,7,蛋类及其制品-蛋,蛋类及其制品,蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
紫茄子,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,紫茄子,,,,,,,nutrition_table,tail
槟榔芋头,7,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
佛手瓜,7,蔬菜类及其制品-茄果瓜菜类,蔬菜类及其制品,茄果瓜菜类,exact,佛手瓜［棒瓜，菜肴梨］,100,94.3,18,77,1.2,0.1,3.8,1.2,0,0.6,2,20,0,0.01,0.10,0.10,8.0,—,17,18,76,1.0,10,0.1,0.08,1.45,0.02,0.03,佛手瓜,,1.适合所有人食用，老少皆宜。是心脏病、高血压病患者的保健蔬菜。2.心血管疾病患者和儿童可以经常吃佛手瓜。3.同时还适宜于消化不良、胸闷气胀、呕吐、肝胃气痛(含慢性胃炎、神经性胃炎)、传染性肝炎、舌苔厚腻以及气管炎咳嗽多痰者食用。,佛手瓜属于温性食物，所以凡属阴虚体热和体质虚弱的人应少食。,,,,nutrition_table,core
酸菜鱼料,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
杏仁海绵蛋糕,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
黄辣丁,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
味事达,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,味事达,,,,,,,nutrition_table,tail
腊排骨,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
黄米,7,谷类及其制品-小米黄米,谷类及其制品,小米黄米,exact,黄米,100,11.1,351,1469,9.7,1.5,76.9,4.4,0,0.8,—,—,0,0.09,0.13,1.30,0,4.61,—,—,—,3.3,—,—,2.07,—,0.90,0.23,黄米,,,,,,,nutrition_table,core
山芋,7,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,exact,甘薯（红心）［山芋、红薯］,90,83.4,61,260,0.7,0.2,15.3,—,0,0.4,63,750,0,0.05,0.01,0.20,4.0,0.28,18,26,88,70.9,17,0.2,0.16,0.22,0.05,0.08,山芋,,,,,,,nutrition_table,core
细葱,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干蔬菜,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
防潮可可粉,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,防潮可可粉,,,,,,,nutrition_table,tail
猪肘子,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,猪肘子,,,,,,,nutrition_table,tail
梅菜,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菜,,,,,,,nutrition_table,tail
龙眼肉,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龙眼肉,,,,,,,nutrition_table,tail
安琪,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安琪,,,,,,,nutrition_table,tail
金瓜,7,蔬菜类及其制品-茄果瓜菜类,蔬菜类及其制品,茄果瓜菜类,exact,金瓜,82,95.6,15,63,0.5,0.1,3.4,0.7,0,0.4,5,60,0,0.02,0.02,0.60,2.0,0.43,17,10,152,0.9,8,0.9,0.17,0.28,0.04,Tr,金瓜,,,,,,,nutrition_table,core
甜牛奶,7,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
那么多面粉,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
第一步,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
西葫芦瓜,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
活虾,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活虾,,,,,,,nutrition_table,tail
史云生清鸡汤,7,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
奥尔良鸡肉,7,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鳗鱼干,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
王中王火腿肠,7,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
竹蔗,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
红番茄,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红番茄,,,,,,,nutrition_table,tail
轻乳酪蛋糕,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
白脱牛奶,7,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
宇治抹茶粉,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
盎司,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
槟榔芋,7,蔬菜类及其制品-薯芋类,蔬菜类及其制品,薯芋类,exact,槟榔芋（鲜）,87,76.4,90,374,3.0,0.1,19.7,1.1,0,0.8,—,—,0,0.03,0.04,0.30,6.0,—,45,33,—,—,25,1.4,—,1.92,0.02,—,槟榔芋,,,,,,,nutrition_table,core
柠檬柠檬皮屑,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
来自,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香菜梗,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
五常大米,7,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
龙眼,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龙眼,,,,,,现主要分布于广西、广东、福建和台湾等省（区）,nutrition_table,tail
蟹子,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
锅头,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
甘蓝菜,7,蔬菜类及其制品-嫩茎叶花菜类,蔬菜类及其制品,嫩茎叶花菜类,exact,芥蓝［甘蓝菜、盖蓝菜］,98,91.0,24,98,3.1,0.3,4.1,—,0,1.5,—,—,0,0.03,0.12,0.68,37.0,Tr,121,52,345,40.2,40,1.0,0.40,0.39,0.03,0.31,,,,,,,,nutrition_table,core
姜丝姜,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
刷表面鸡蛋液,7,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
奶豆腐,7,乳类及其制品-奶酪,乳类及其制品,奶酪,exact,奶豆腐（鲜）,100,31.9,305,1287,46.2,7.8,12.5,—,36,1.6,—,—,—,0.01,0.69,0.70,—,—,597,657,240,90.2,17,3.1,2.48,11.60,0.34,0.09,,,,,,,,nutrition_table,core
贝柱,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
泡芙皮,7,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
海鸭蛋,7,蛋类及其制品-鸭蛋,蛋类及其制品,鸭蛋,exact,海鸭蛋,87,55.6,243,1014,12.7,13.8,16.9,0.0,—,1.0,—,—,116,0.13,0.40,Tr,Tr,1.66,118,6,119,105.1,1,3.1,0.25,41.51,0.02,0.06,,,,,,,,nutrition_table,core
贝壳,7,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
叶白菜,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鸭胸,7,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小勺子,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
伯爵茶包,7,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
姜切丝,7,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
番石榴,7,水果类及其制品-热带亚热带水果,水果类及其制品,热带亚热带水果,exact,番石榴［鸡矢果，番桃］,97,83.9,53,222,1.1,0.4,14.2,5.9,0,0.4,—,—,0,0.02,0.05,0.30,68.0,—,13,16,235,3.3,10,0.2,0.21,1.62,0.08,0.11,,,,,,,,nutrition_table,core
胡罗卜,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胡罗卜,,,,,,,nutrition_table,tail
荷包蛋,7,蛋类及其制品-鸡蛋,蛋类及其制品,鸡蛋,exact,荷包蛋（煮）,100,74.9,155,645,12.3,11.7,0.2,0.0,—,0.9,158,21,160,0.06,0.40,0.10,Tr,—,55,200,100,110.0,—,2.2,—,—,—,—,,,,,,,,nutrition_table,core
小麦,7,谷类及其制品-小麦,谷类及其制品,小麦,exact,小麦,100,10.0,338,1416,11.9,1.3,75.2,10.8,0,1.6,0,0,0,0.40,0.10,4.00,0,1.82,34,325,289,6.8,4,5.1,2.33,4.05,0.43,3.10,小麦,,适宜心血不足的失眠多梦、心悸不安、多呵欠、喜悲伤欲哭，古称妇人脏燥(癔病)者食用；患有脚气病、末梢神经炎者宜食小麦；体虚自汗盗汗多汗者，宜食浮小麦；也适宜妇人回乳时食用。,一般人群均可食用。,,,,nutrition_table,core
各种杂粮,7,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
南方黑芝麻糊,7,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
