name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
黄色,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
芝士芝士,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
白吉馍,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白吉馍,,,,,,,nutrition_table,tail
奶油抹面,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干碟,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
薯类,8,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
风味酸奶,8,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
易拉罐啤酒,8,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
海绵蛋糕层,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
口味小米椒,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
创意,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
各青,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
干货,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
普罗旺斯香料,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
油浸番茄干,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
玻璃碗,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
奶油蛋糕,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
奶油层,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
麻辣锅底,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
吧猪肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
洋葱切碎,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大蒜大蒜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面团食材,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
火腿午餐肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
长大葱,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大萝卜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
复合香料,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
茄子茄子,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香料碎,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
爱吃蔬菜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜桂花,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
蛋糕一个,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
玩具,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
萝卜缨,8,蔬菜类及其制品-嫩茎叶花菜类,蔬菜类及其制品,嫩茎叶花菜类,exact,萝卜缨（白）,100,90.7,17,72,2.6,0.3,1.7,1.4,0,4.7,—,—,0,0.02,—,—,77.0,—,—,—,—,—,—,—,—,—,—,—,萝卜缨,,,,,,,nutrition_table,core
手打牛肉丸,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
肘子肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,肘子肉,,,,,,,nutrition_table,tail
烧鸭,8,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,烧鸭,,,,,,,nutrition_table,tail
酸奶慕斯,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
烟熏培根,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冰砖,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉包,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
利甜酒,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小面包,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
热情,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
香葱香菜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
松露巧克力,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小黄鱼,8,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小黄鱼,,一般人群均可食用适宜贫血、失眠、头晕、食欲不振及妇女产后体虚者。,黄鱼是发物，哮喘病人和过敏体质的人应慎食。,,,,nutrition_table,tail
来面粉,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
牛肉干,8,畜肉类及其制品-牛,畜肉类及其制品,牛,exact,牛肉干,100,9.3,550,2288,45.6,40.0,1.9,0.0,120,3.2,—,—,—,0.06,0.26,15.20,—,—,43,464,510,412.4,107,15.6,7.26,9.80,0.29,0.19,牛肉干,,一般人都可食用。,牛肉干的膳食纤维较粗不易消化，有很高的胆固醇和脂肪，老年人、儿童及消化力弱的人不宜多吃；感染性疾病、肝病、肾病的人慎食。,,,,nutrition_table,core
草莓味酸奶,8,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
器皿,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
番茄番茄,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
玫瑰水,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鸡蛋水,8,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
油炸粉,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少金针菇,8,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
巧克力海绵蛋糕,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
日本酒,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
芝士蛋糕层,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
伴侣,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
红九九,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
味桃山皮,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
汤水,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
水晶汤圆,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
味巧克力,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
涂层,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
排骨排骨,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉丝粉丝,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
人数面粉,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
面条面条,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
克羊肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冰激凌粉,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
海苔拌饭料,8,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
適量,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大芋头,8,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小银鱼,8,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
介绍,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
融化,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
牛骨汤,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
巧克力曲奇,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
东东,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少就多少,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辣干辣椒,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
肥瘦相间,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜豌豆,8,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新鲜豌豆,,,,,,,nutrition_table,tail
长铁棍山药,8,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少克面粉,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
克葡萄干,8,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辣椒辣椒,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
米饭一小碗,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
粉各,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
川味香肠,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
数量,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
省略,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
高水,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
辣椒籽,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小蘑菇,8,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
儿五花肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜食材,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小萝卜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
和芝麻,8,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
小花,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大番茄,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
宜水,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
越多越好,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小红薯,8,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
肉肥瘦相间,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
机器,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
套餐,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
水纯净水,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
长一段葱,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
容量,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
型意大利面,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小南瓜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
巧克力豆豆,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
更好吃,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少排骨,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
碎奥利奥饼干,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
软奶酪,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
自行搭配,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
奶油」,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜生蚝,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
克面包糠,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
多少大米,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
泡发银耳,8,菌藻类-菌藻,菌藻类,菌藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,泡发银耳,,,,,,,nutrition_table,tail
大喜大牛肉粉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
绿色菜,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
各半,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
炒熟糯米粉,8,谷类及其制品-谷物,谷类及其制品,谷物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
新鲜莲子,8,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
就多放点,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
所食材,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
自由搭配,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
带皮,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
大小鸡蛋,8,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
速冻,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
即食,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
泥鳅,8,鱼虾蟹贝类-鱼,鱼虾蟹贝类,鱼,exact,泥鳅,60,76.6,96,407,17.9,2.0,1.7,0.0,136,1.8,14,0,14,0.10,0.33,6.20,Tr,0.79,299,302,282,74.8,28,2.9,2.76,35.30,0.09,0.47,泥鳅,,,,,,亚洲的中国,nutrition_table,core
白味噌,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
熟咸蛋黄,8,蛋类及其制品-蛋,蛋类及其制品,蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
吞拿鱼,8,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
白豆腐,8,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
练奶,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
炸鸡裹粉,8,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
芋泥馅,8,薯类淀粉及其制品-薯类,薯类淀粉及其制品,薯类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
黄骨鱼,8,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黄骨鱼,,,,,,,nutrition_table,tail
流心馅,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
意式蛋白霜,8,蛋类及其制品-蛋,蛋类及其制品,蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
黑虎虾仁,8,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
手枪腿,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
芝士馅,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
青蟹,8,鱼虾蟹贝类-蟹,鱼虾蟹贝类,蟹,exact,锯缘青蟹［青蟹］,43,79.8,80,336,14.6,1.6,1.7,0.0,119,2.3,202,2400,2,0.02,0.39,2.30,Tr,2.79,228,262,206,192.9,42,0.9,4.34,75.90,2.84,0.17,青蟹,,一般人群均可食用适宜跌打损伤，筋断骨碎，瘀血肿痛之人食用；适宜产妇胎盘残留，或孕妇临产阵缩无力，胎儿迟迟不下者食用，尤以蟹爪为好。,平素脾胃虚寒，大便溏薄，腹痛隐隐之人忌食；风寒感冒未愈者，或宿患风疾，包括顽固性皮肤瘙痒疾患之人忌食；月经过多、痛经、怀孕妇女忌食螃蟹，尤忌食蟹爪。,,,,nutrition_table,core
牛肉丸子,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
克牛肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
榴莲馅,8,水果类及其制品-水果,水果类及其制品,水果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
牛腿肉,8,禽肉类及其制品-禽肉,禽肉类及其制品,禽肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,牛腿肉,,,,,,,nutrition_table,tail
烧麦皮,8,其他-烘焙与加工食品,其他,烘焙与加工食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
克黑芝麻,8,坚果种子类-坚果种子,坚果种子类,坚果种子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
黄辣椒,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
牛肩肉,8,畜肉类及其制品-畜肉,畜肉类及其制品,畜肉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
冻虾仁,8,鱼虾蟹贝类-水产,鱼虾蟹贝类,水产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冻虾仁,,,,,,,nutrition_table,tail
一个洋葱,8,蔬菜类及其制品-蔬菜,蔬菜类及其制品,蔬菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
鹰嘴豆粉,8,干豆类及其制品-豆制品,干豆类及其制品,豆制品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
不锈钢盆,8,其他类-其他,其他类,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
沙茶粉,8,其他-饮品,其他,饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrition_table,tail
